unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,LEHRER,"Good evening from the Bushnell Theatre in Hartford, Connecticut.",GR,,,,GR,,,,GR,,,
2,LEHRER,I’m Jim Lehrer of the News Hour on PBS.,S,,,,S,,,,S,,,
3,LEHRER,"Welcome to the first of the 1996 Presidential debates between President Bill Clinton, the Democratic nominee, and Senator Bob Dole, the Republican nominee.",S; GR,,,,S; GR,,,,S; GR,,,
4,LEHRER,This event is sponsored by the Commission on Presidential Debates.,S,,,,S,,,,S,,,
5,LEHRER,It will last 90 minutes following a format and rules worked out by the two campaigns.,S-Inform,,,,S-Inform,,,,S-Inform,,,
6,LEHRER,There will be two-minute opening and closing statements.,S-Inform,,,,S-Inform,,,,S-Inform,,,
7,LEHRER,"In between, a series of questions, each having three parts.",S,,,,S,,,,S,,,
8,LEHRER,"A 90-second answer, a 60-second rebuttal, and a 30-second response.",S-Inform,,,,S-Inform,,,,S-Inform,,,
9,LEHRER,I will assist the candidates in adhering to those time limits with the help of a series of lights visible to both.,S,,,,S,,,,S,,,
10,LEHRER,"Under their rules, the candidates are not allowed to question each other directly.",S,,,,S,,,,S,,,
11,LEHRER,I will ask the questions.,S,,,,S,,,,S,,,
12,LEHRER,There are no limitations on the subjects.,S,,,,S,,,,S,,,
13,LEHRER,The order for everything tonight was determined by coin toss.,S,,,,S,,,,S,,,
14,LEHRER,"Now, to the opening statements and to President Clinton.",TG; MS,,,,TG; MS,,,,TG; MS,,,
15,LEHRER,Mr.,TG,,,,TG,,,,TG,,,
16,LEHRER,President.,TG,,,,TG,,,,TG,,,
17,CLINTON,"Thank you, Jim.",THK,,,,THK,,,,THK,,,
18,CLINTON,"And thank you to the people of Hartford, our hosts.",GR; THK,,,,GR; THK,,,,GR; THK,,,
19,CLINTON,"I want to begin by saying again how much I respect Senator Dole and his record of public service and how hard I will try to make this campaign and this debate one of ideas, not insults.",S; IAFA,,UF; IP,,S; IAFA,,UF; IP,,S; IAFA,,UF; IP,
20,CLINTON,Four years ago I ran for president at a time of high unemployment and rising frustration.,S; HS,,,,S; HS,,,,S; HS,,,
21,CLINTON,"I wanted to turn this country around with a program of opportunity for all, responsibility from all, and an American community where everybody has a role to play.",S,,UF; IP,,S,,UF; IP,,S,,UF; IP,
22,CLINTON,I wanted a government that was smaller and less bureaucratic to help people make the most of their own lives.,S,,IP,,S,,IP,,S,,IP,
23,CLINTON,Four years ago you took me on faith.,S; HS,,,,S; HS,,,,S; HS,,,
24,CLINTON,"Now there’s a record: Ten and a half million more jobs, rising incomes, falling crime rates and welfare rolls, a strong America at peace.",S-Inform,,IT; SE,,S-Inform,,IT; SE,,S-Inform,,IT; SE,
25,CLINTON,We are better off than we were four years ago.,S,,IT; SE,,S,,IT; SE,,S,,IT; SE,
26,CLINTON,Let’s keep it going.,S; IAFA,,UF,,S; IAFA,,UF,,S; IAFA,,UF,
