unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,GIBSON,Good evening from the Field House at Washington University in St.,GR,,,,GR,,,,GR,,,
2,GIBSON,Louis.,S,,,,S,,,,S,,,
3,GIBSON,I’m Charles Gibson of ABC News and “Good Morning America.,S,,,,S,,,,S,,,
4,GIBSON,” I welcome you to the second of the 2004 presidential debates between President George W.,S-Inform; GR,,,,S-Inform; GR,,,,S-Inform; GR,,,
5,GIBSON,"Bush, the Republican nominee, and Senator John Kerry, the Democratic nominee.",S,,,,S,,,,S,,,
6,GIBSON,The debates are sponsored by the Commission on Presidential Debates.,S,,,,S,,,,S,,,
7,GIBSON,Tonight’s format is going to be a bit different.,S,,,,S,,,,S,,,
8,GIBSON,We have assembled a town-hall meeting.,S,,,,S,,,,S,,,
9,GIBSON,"We’re in the Show-Me State, as everyone knows Missouri to be, so Missouri residents will ask the questions.",S,,,,S,,,,S,,,
10,GIBSON,These 140 citizens were identified by the Gallup Organization as not yet committed in this election.,S-Inform,,,,S-Inform,,,,S-Inform,,,
11,GIBSON,"Now, earlier today, each audience member gave me two questions on cards like this, one they’d like to ask the president, the other they’d like to ask the senator.",S,,,,S,,,,S,,,
12,GIBSON,I have selected the questions to be asked and the order.,S,,,,S,,,,S,,,
13,GIBSON,"No one has seen the final list of questions but me, certainly not the candidates.",S,,,,S,,,,S,,,
14,GIBSON,No audience member knows if he or she will be called upon.,S,,,,S,,,,S,,,
15,GIBSON,Audience microphones will be turned off after a question is asked.,S,,,,S,,,,S,,,
16,GIBSON,Audience members will address their question to a specific candidate.,S,,,,S,,,,S,,,
17,GIBSON,He’ll have two minutes to answer.,S-Inform,,,,S-Inform,,,,S-Inform,,,
18,GIBSON,The other candidate will have a minute and a half for rebuttal.,S-Inform,,,,S-Inform,,,,S-Inform,,,
19,GIBSON,"And I have the option of extending discussion for one minute, to be divided equally between the two men.",S-Inform,,,,S-Inform,,,,S-Inform,,,
20,GIBSON,All subjects are open for discussion.,S,,,,S,,,,S,,,
21,GIBSON,And you probably know the light system by now.,S,,,,S,,,,S,,,
22,GIBSON,"Green light at 30 seconds, yellow at 15, red at five, and flashing red means you’re done.",S-Inform,,,,S-Inform,,,,S-Inform,,,
23,GIBSON,Those are the candidates’ rules.,S,,,,S,,,,S,,,
24,GIBSON,"I will hold the candidates to the time limits forcefully but politely, I hope.",S,,,,S,,,,S,,,
25,GIBSON,"And now, please join me in welcoming with great respect, President Bush and Senator Kerry.",GR,,,,GR,,,,GR,,,
26,GIBSON,"Gentlemen, to the business at hand.",MS,,,,MS,,,,MS,,,
27,GIBSON,"The first question is for Senator Kerry, and it will come from Cheryl Otis, who is right behind me.",S,,,,S,,,,S,,,
28,OTIS,"Senator Kerry, after talking with several co-workers and family and friends, I asked the ones who said they were not voting for you, “Why?",Q-W; S,,,,Q-W; S,,,,Q-W; S,,,
29,OTIS,” They said that you were too wishy-washy.,S,,,,S,,,,S,,,
30,OTIS,Do you have a reply for them?,YNQ,,,,YNQ,,,,YNQ,,,
31,KERRY,"Yes, I certainly do.",ANS,,,,ANS,,,,ANS,,,
32,KERRY,"But let me just first, Cheryl, if you will, I want to thank Charlie for moderating.",THK; TT,,,,THK; TT,,,,THK; TT,,,
33,KERRY,I want to thank Washington University for hosting us here this evening.,THK,,,,THK,,,,THK,,,
34,KERRY,Mr.,S,,,,S,,,,S,,,
35,KERRY,"President, it’s good to be with you again this evening, sir.",GR,,,,GR,,,,GR,,,
36,KERRY,"Cheryl, the president didn’t find weapons of mass destruction in Iraq, so he’s really turned his campaign into a weapon of mass deception.",S; CH,,PER; ATTR; REB; SE,,S; CH,,PER; ATTR; REB; SE,,S; CH,,PER; ATTR; REB; SE,
37,KERRY,And the result is that you’ve been bombarded with advertisements suggesting that I’ve changed a position on this or that or the other.,S,,ATTR; REB,,S,,ATTR; REB,,S,,ATTR; REB,
38,KERRY,"Now, the three things they try to say I’ve changed position on are the Patriot Act; I haven’t.",S; REJ,,REB,,S; REJ,,REB,,S; REJ,,REB,
39,KERRY,I support it.,S,,IP,,S,,IP,,S,,IP,
40,KERRY,"I just don’t like the way John Ashcroft has applied it, and we’re going to change a few things.",S,,IP; ATTR,,S,,IP; ATTR,,S,,IP; ATTR,
41,KERRY,The chairman of the Republican Party thinks we ought to change a few things.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
42,KERRY,"No Child Left Behind Act, I voted for it.",S,,,,S,,,,S,,,
43,KERRY,I support it.,S,,IP,,S,,IP,,S,,IP,
44,KERRY,I support the goals.,S,,IP,,S,,IP,,S,,IP,
45,KERRY,But the president has underfunded it by $28 billion.,S-Inform; CH,,ATTR; REB,,S-Inform; CH,,ATTR; REB,,S-Inform; CH,,ATTR; REB,
46,KERRY,Right here in St.,S,,,,S,,,,S,,,
47,KERRY,"Louis, you’ve laid off 350 teachers.",S-Inform; CH,,ATTR; REB,,S-Inform; CH,,ATTR; REB,,S-Inform; CH,,ATTR; REB,
48,KERRY,"You’re 150 — excuse me, I think it’s a little more, about $100 million shy of what you ought to be under the No Child Left Behind Act to help your education system here.",S-Inform; CORR,,REB; SE,,S-Inform; CORR,,REB; SE,,S-Inform; CORR,,REB; SE,
49,KERRY,So I complain about that.,S,,IP,,S,,IP,,S,,IP,
50,KERRY,I’ve argued that we should fully funded it.,S; IAFA,,IP,,S; IAFA,,IP,,S; IAFA,,IP,
