unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,LEHRER,Good evening.,GR,,,,GR,,,,GR,,,
2,LEHRER,On behalf of the Commission on Presidential Debates I am pleased to welcome you to this first presidential debate of the 1988 campaign.,GR,,,,GR,,,,GR,,,
3,LEHRER,I’m Jim Lehrer of the McNeil-Lehrer News Hour.,S,,,,S,,,,S,,,
4,LEHRER,My colleagues on the panel are John Mashek of The Atlanta Journal-Constitution; Ann Groer of The Orlando Sentinel; and Peter Jennings of ABC News.,S,,,,S,,,,S,,,
5,LEHRER,For the next 90 minutes we will be questioning the candidates for president of the United States following a format designed and agreed to by representatives of the two candidates.,S,,,,S,,,,S,,,
6,LEHRER,"The candidates are Vice President George Bush, the Republican nominee; Governor Michael Dukakis, the Democratic nominee.",S,,,,S,,,,S,,,
7,LEHRER,Our questions this evening will be about equally divided between foreign and domestic policy matters.,S,,,,S,,,,S,,,
8,LEHRER,The first question by agreement between the two candidates goes to Vice President Bush.,S,,,,S,,,,S,,,
9,LEHRER,It is a domestic question.,S,,,,S,,,,S,,,
10,LEHRER,"You have two minutes for an answer, sir.",S; TG,,,,S; TG,,,,S; TG,,,
11,LEHRER,The polls say the number one domestic issue to a majority of voters is drugs.,S-Inform,,,,S-Inform,,,,S-Inform,,,
12,LEHRER,What is there about these times that drives or draws so many Americans to use drugs?,Q-W; OQ,,,,Q-W; OQ,,,,Q-W; OQ,,,
13,BUSH,I think we’ve seen a deterioration of values.,S; IAFA,,IP,,S; IAFA,,IP,,S; IAFA,,IP,
14,BUSH,I think for a while as a nation we condoned those things we should have condemned.,S,,IP,,S,,IP,,S,,IP,
15,BUSH,"For a while, as I recall, it even seems to me that there was talk of legalizing or decriminalizing marijuana and other drugs, and I think that’s all wrong.",S,,IP; SE,,S,,IP; SE,,S,,IP; SE,
16,BUSH,"So we’ve seen a deterioration in values, and one of the things that I think we should do about it in terms of cause is to instill values into the young people in our schools.",S,,UF; IP,,S,,UF; IP,,S,,UF; IP,
