unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,OBAMA,"Well, thank you very much, Jim, and thanks to the commission and the University of Mississippi, Ole Miss, for hosting us tonight.",GR; THK,,,,GR; THK,,,,GR; THK,,,
2,OBAMA,I can’t think of a more important time for us to talk about the future of the country.,S; INT,,IP,,S; INT,,IP,,S; INT,,IP,
3,OBAMA,"You know, we are at a defining moment in our history.",S,,AE,,S,,AE,,S,,AE,
4,OBAMA,"Our nation is involved in two wars, and we are going through the worst financial crisis since the Great Depression.",S-Inform; HS,,AF,,S-Inform; HS,,AF,,S-Inform; HS,,AF,
5,OBAMA,"And although we’ve heard a lot about Wall Street, those of you on Main Street I think have been struggling for a while, and you recognize that this could have an impact on all sectors of the economy.",S,,AE,,S,,AE,,S,,AE,
6,OBAMA,"And you’re wondering, how’s it going to affect me?",S,,AE,,S,,AE,,S,,AE,
7,OBAMA,How’s it going to affect my job?,Q-W,,AE,,Q-W,,AE,,Q-W,,AE,
8,OBAMA,How’s it going to affect my house?,Q-W,,AE,,Q-W,,AE,,Q-W,,AE,
9,OBAMA,How’s it going to affect my retirement savings or my ability to send my children to college?,Q-W,,AE,,Q-W,,AE,,Q-W,,AE,
10,OBAMA,"So we have to move swiftly, and we have to move wisely.",S,,UF,,S,,UF,,S,,UF,
11,OBAMA,And I’ve put forward a series of proposals that make sure that we protect taxpayers as we engage in this important rescue effort.,S; S-Inform,,IT,,S; S-Inform,,IT,,S; S-Inform,,IT,
12,OBAMA,"Number one, we’ve got to make sure that we’ve got oversight over this whole process; $700 billion, potentially, is a lot of money.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
13,OBAMA,"Number two, we’ve got to make sure that taxpayers, when they are putting their money at risk, have the possibility of getting that money back and gains, if the market — and when the market returns.",S,,,,S,,,,S,,,
14,OBAMA,"Number three, we’ve got to make sure that none of that money is going to pad CEO bank accounts or to promote golden parachutes.",S,,AE,,S,,AE,,S,,AE,
