unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,QUESTION,"With the economy on the downturn and retired and older citizens and workers losing their incomes, what’s the fastest, most positive solution to bail these people out of the economic ruin?",Q-W; OQ,,AF; AE,,Q-W; OQ,,AF; AE,,Q-W; OQ,,AF; AE,
2,OBAMA,"Well, Alan , thank you very much for the question.",THK,,,,THK,,,,THK,,,
3,OBAMA,"I want to first, obviously, thank Belmont University, Tom, thank you, and to all of you who are participating tonight and those of you who sent e-mail questions in.",THK,,,,THK,,,,THK,,,
4,OBAMA,I think everybody knows now we are in the worst financial crisis since the Great Depression.,S; HS,,AF; IP,,S; HS,,AF; IP,,S; HS,,AF; IP,
5,OBAMA,"And a lot of you I think are worried about your jobs, your pensions, your retirement accounts, your ability to send your child or your grandchild to college.",S,,AF; AE,,S,,AF; AE,,S,,AF; AE,
6,OBAMA,"And I believe this is a final verdict on the failed economic policies of the last eight years, strongly promoted by President Bush and supported by Senator McCain, that essentially said that we should strip away regulations, consumer protections, let the market run wild, and prosperity would rain down on all of us.",S; CH,,PB; IP; ATTR; REB,,S; CH,,PB; IP; ATTR; REB,,S; CH,,PB; IP; ATTR; REB,
7,OBAMA,It hasn’t worked out that way.,S,,REB,,S,,REB,,S,,REB,
8,OBAMA,And so now we’ve got to take some decisive action.,S,,UF,,S,,UF,,S,,UF,
9,OBAMA,"Now, step one was a rescue package that was passed last week.",S-Inform,,,,S-Inform,,,,S-Inform,,,
10,OBAMA,We’ve got to make sure that works properly.,S,,UF,,S,,UF,,S,,UF,
11,OBAMA,"And that means strong oversight, making sure that investors, taxpayers are getting their money back and treated as investors.",S,,,,S,,,,S,,,
12,OBAMA,It means that we are cracking down on CEOs and making sure that they’re not getting bonuses or golden parachutes as a consequence of this package.,S,,,,S,,,,S,,,
13,OBAMA,"And, in fact, we just found out that AIG, a company that got a bailout, just a week after they got help went on a $400,000 junket.",S-Inform,,SE,,S-Inform,,SE,,S-Inform,,SE,
14,OBAMA,"And I’ll tell you what, the Treasury should demand that money back and those executives should be fired.",S,,IP,,S,,IP,,S,,IP,
15,OBAMA,But that’s only step one.,S,,,,S,,,,S,,,
16,OBAMA,The middle-class need a rescue package.,S,,,,S,,,,S,,,
17,OBAMA,And that means tax cuts for the middle-class.,S,,,,S,,,,S,,,
18,OBAMA,It means help for homeowners so that they can stay in their homes.,S,,,,S,,,,S,,,
19,OBAMA,It means that we are helping state and local governments set up road projects and bridge projects that keep people in their jobs.,S,,,,S,,,,S,,,
20,OBAMA,"And then long-term we’ve got to fix our health care system, we’ve got to fix our energy system that is putting such an enormous burden on families.",S,,UF,,S,,UF,,S,,UF,
21,OBAMA,You need somebody working for you and you’ve got to have somebody in Washington who is thinking about the middle class and not just those who can afford to hire lobbyists.,S,,PB,,S,,PB,,S,,PB,
22,BROKAW,Senator McCain?,TG,,,,TG,,,,TG,,,
23,MCCAIN,"Well, thank you, Tom.",THK,,,,THK,,,,THK,,,
24,MCCAIN,"Thank you, Belmont University.",THK,,,,THK,,,,THK,,,
25,MCCAIN,"And Senator Obama, it’s good to be with you at a town hall meeting.",GR,,,,GR,,,,GR,,,
