unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,CROWLEY,"Good evening from Hofstra University in Hempstead, New York.",GR,,,,GR,,,,GR,,,
2,CROWLEY,I’m Candy Crowley from CNN’s “State of the Union.,S,,,,S,,,,S,,,
3,CROWLEY,"” We are here for the second presidential debate, a town hall, sponsored by the Commission on Presidential Debates.",S,,,,S,,,,S,,,
4,CROWLEY,The Gallup organization chose 82 uncommitted voters from the New York area.,S-Inform,,,,S-Inform,,,,S-Inform,,,
5,CROWLEY,Their questions will drive the night.,S,,,,S,,,,S,,,
6,CROWLEY,My goal is to give the conversation direction and to ensure questions get answered.,S,,,,S,,,,S,,,
7,CROWLEY,The questions are known to me and my team only.,S,,,,S,,,,S,,,
8,CROWLEY,"Neither the commission, nor the candidates have seen them.",S,,,,S,,,,S,,,
9,CROWLEY,I hope to get to as many questions as possible.,S,,,,S,,,,S,,,
10,CROWLEY,"And because I am the optimistic sort, I’m sure the candidates will oblige by keeping their answers concise and on point.",S,,,,S,,,,S,,,
11,CROWLEY,"Each candidate has as much as two minutes to respond to a common question, and there will be a two-minute follow-up.",S-Inform,,,,S-Inform,,,,S-Inform,,,
12,CROWLEY,The audience here in the hall has agreed to be polite and attentive — no cheering or booing or outbursts of any sort.,S,,,,S,,,,S,,,
13,CROWLEY,We will set aside that agreement just this once to welcome President Barack Obama and Governor Mitt Romney.,S; GR,,,,S; GR,,,,S; GR,,,
14,CROWLEY,"Gentlemen, thank you both for joining us here tonight.",GR; THK,,,,GR; THK,,,,GR; THK,,,
15,CROWLEY,"We have a lot of folks who’ve been waiting all day to talk to you, so I want to get right to it.",S; MS,,,,S; MS,,,,S; MS,,,
16,CROWLEY,"Governor Romney, as you know, you won the coin toss, so the first question will go to you.",S; MS,,,,S; MS,,,,S; MS,,,
17,CROWLEY,"And I want to turn to a first-time voter, Jeremy Epstein, who has a question for you.",S; TG,,,,S; TG,,,,S; TG,,,
18,QUESTION,Mr.,S,,,,S,,,,S,,,
19,QUESTION,"President, Governor Romney, as a 20-year-old college student, all I hear from professors, neighbors and others is that when I graduate, I will have little chance to get employment.",S,,AE,,S,,AE,,S,,AE,
20,QUESTION,"What can you say to reassure me, but more importantly my parents, that I will be able to sufficiently support myself after I graduate?",Q-W; OQ,,AE,,Q-W; OQ,,AE,,Q-W; OQ,,AE,
21,ROMNEY,"Thank you, Jeremy.",THK,,,,THK,,,,THK,,,
22,ROMNEY,"I appreciate your — your question, and thank you for being here this evening and to all of those from Nassau County that have come, thank you for your time.",THK,,,,THK,,,,THK,,,
23,ROMNEY,Thank you to Hofstra University and to Candy Crowley for organizing and leading this — this event.,THK,,,,THK,,,,THK,,,
24,ROMNEY,"Thank you, Mr.",THK,,,,THK,,,,THK,,,
25,ROMNEY,"President, also for being part of this — this debate.",THK,,,,THK,,,,THK,,,
26,ROMNEY,Your question — your question is one that’s being asked by college kids all over this country.,S,,AE,,S,,AE,,S,,AE,
27,ROMNEY,"I was in Pennsylvania with someone who had just graduated — this was in Philadelphia — and she said, “I’ve got my degree.",S; HS,,AE; SE,,S; HS,,AE; SE,,S; HS,,AE; SE,
28,ROMNEY,I can’t find a job.,S,,AE,,S,,AE,,S,,AE,
29,ROMNEY,I’ve got three part- time jobs.,S; S-Inform,,AE; SE,,S; S-Inform,,AE; SE,,S; S-Inform,,AE; SE,
30,ROMNEY,They’re just barely enough to pay for my food and pay for an apartment.,S,,,,S,,,,S,,,
31,ROMNEY,I can’t begin to pay back my student loans.,S,,AE,,S,,AE,,S,,AE,
32,ROMNEY,” So what we have to do is two things.,S,,,,S,,,,S,,,
33,ROMNEY,We have to make sure that we make it easier for kids to afford college.,S,,IP,,S,,IP,,S,,IP,
34,ROMNEY,"And also make sure that when they get out of college, there’s a job.",S,,,,S,,,,S,,,
35,ROMNEY,"When I was governor of Massachusetts, to get a high school degree, you had to pass an exam.",S; HS,,IT,,S; HS,,IT,,S; HS,,IT,
36,ROMNEY,"If you graduated in the top quarter of your airlines, we gave you a John and Abigail Adams scholarship, four years tuition free in the college of your choice in Massachusetts, it’s a public institution.",S-Inform; HS,,IT,,S-Inform; HS,,IT,,S-Inform; HS,,IT,
37,ROMNEY,I want to make sure we keep our Pell grant program growing.,S,,IP,,S,,IP,,S,,IP,
38,ROMNEY,"We’re also going to have our loan program, so that people are able to afford school.",S,,IP,,S,,IP,,S,,IP,
39,ROMNEY,But the key thing is to make sure you can get a job when you get out of school.,S,,,,S,,,,S,,,
40,ROMNEY,"And what’s happened over the last four years has been very, very hard for America’s young people.",S,,AE; ATTR,,S,,AE; ATTR,,S,,AE; ATTR,
41,ROMNEY,I want you to be able to get a job.,S,,AE,,S,,AE,,S,,AE,
42,ROMNEY,I know what it takes to get this economy going.,S,,IT,,S,,IT,,S,,IT,
43,ROMNEY,"With half of college kids graduating this year without a college — excuse me, without a job.",S-Inform; CORR,,SE,,S-Inform; CORR,,SE,,S-Inform; CORR,,SE,
44,ROMNEY,"And without a college level job, that’s just unacceptable.",S,,AE,,S,,AE,,S,,AE,
45,ROMNEY,And likewise you’ve got more and more debt on your back.,S,,AE; ATTR,,S,,AE; ATTR,,S,,AE; ATTR,
46,ROMNEY,So more debt and less jobs.,S,,SE,,S,,SE,,S,,SE,
47,ROMNEY,I’m going to change that.,S,,IT,,S,,IT,,S,,IT,
48,ROMNEY,I know what it takes to create good jobs again.,S,,IT,,S,,IT,,S,,IT,
49,ROMNEY,I know what it takes to make sure that you have the kind of opportunity you deserve.,S,,AE; IT,,S,,AE; IT,,S,,AE; IT,
50,ROMNEY,"And kids across this country are going to recognize, we’re bringing back an economy.",S,,IP,,S,,IP,,S,,IP,
51,ROMNEY,It’s not going to be like the last four years.,S,,ATTR,,S,,ATTR,,S,,ATTR,
52,ROMNEY,"The middle-class has been crushed over the last four years, and jobs have been too scarce.",S-Inform,,AF; ATTR,,S-Inform,,AF; ATTR,,S-Inform,,AF; ATTR,
53,ROMNEY,"I know what it takes to bring them back, and I’m going to do that, and make sure that when you graduate — when do you graduate?",Q-W; S,,IT,,Q-W; S,,IT,,Q-W; S,,IT,
54,QUESTION,2014.,S-Inform; ANS; HS,,,,S-Inform; ANS; HS,,,,S-Inform; ANS; HS,,,
55,ROMNEY,2014.,S-Inform; ACK; HS,,,,S-Inform; ACK; HS,,,,S-Inform; ACK; HS,,,
56,ROMNEY,"When you come out in 2014, I presume I’m going to be president.",S; HS,,IT,,S; HS,,IT,,S; HS,,IT,
57,ROMNEY,I’m going to make sure you get a job.,S,,IT,,S,,IT,,S,,IT,
58,ROMNEY,Thanks Jeremy.,THK,,,,THK,,,,THK,,,
59,ROMNEY,"Yeah, you bet.",ACK,,,,ACK,,,,ACK,,,
60,CROWLEY,Mr.,TG,,,,TG,,,,TG,,,
61,CROWLEY,President?,TG,,,,TG,,,,TG,,,
62,OBAMA,"Jeremy, first of all, your future is bright.",S,,AE,,S,,AE,,S,,AE,
63,OBAMA,And the fact that you’re making an investment in higher education is critical.,S,,,,S,,,,S,,,
64,OBAMA,"Not just to you, but to the entire nation.",S,,UF,,S,,UF,,S,,UF,
65,OBAMA,"Now, the most important thing we can do is to make sure that we are creating jobs in this country.",S,,UF,,S,,UF,,S,,UF,
66,OBAMA,"But not just jobs, good paying jobs.",S,,,,S,,,,S,,,
67,OBAMA,Ones that can support a family.,S,,AE,,S,,AE,,S,,AE,
68,OBAMA,"And what I want to do, is build on the five million jobs that we’ve created over the last 30 months in the private sector alone.",S-Inform,,IT,,S-Inform,,IT,,S-Inform,,IT,
69,OBAMA,And there are a bunch of things we can do to make sure your future is bright.,S,,AE,,S,,AE,,S,,AE,
70,OBAMA,"Number one, I want to build manufacturing jobs in this country again.",S,,IT; IP,,S,,IT; IP,,S,,IT; IP,
71,OBAMA,Now when Governor Romney said we should let Detroit go bankrupt.,S; HS,,ATTR; REB,,S; HS,,ATTR; REB,,S; HS,,ATTR; REB,
72,OBAMA,I said we’re going to bet on American workers and the American auto industry and it’s come surging back.,S,,IT,,S,,IT,,S,,IT,
73,OBAMA,"I want to do that in industries, not just in Detroit, but all across the country and that means we change our tax code so we’re giving incentives to companies that are investing here in the United States and creating jobs here.",S,,UF; IP,,S,,UF; IP,,S,,UF; IP,
