unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,MODERATOR,Good evening from the Clark Athletic Center at the University of Massachusetts in Boston.,GR,,,,GR,,,,GR,,,
2,MODERATOR,"I’m Jim Lehrer of the NewsHour on PBS, and I welcome you to the first of three 90-minute debates between the Democratic candidate for president, Vice President Al Gore and the Republican candidate, Governor George W.",S; GR,,,,S; GR,,,,S; GR,,,
3,MODERATOR,Bush of Texas.,S,,,,S,,,,S,,,
4,MODERATOR,The debates are sponsored by the Commission on Presidential Debates and they will be conducted within formats and rules agreed to between the commission and the two campaigns.,S,,,,S,,,,S,,,
5,MODERATOR,We’ll have the candidates at podiums.,S,,,,S,,,,S,,,
6,MODERATOR,No answer to a question can exceed two minutes.,S,,,,S,,,,S,,,
7,MODERATOR,Rebuttal is limited to one minute.,S,,,,S,,,,S,,,
8,MODERATOR,But as moderator I have the option to follow up and to extend any particular give and take another three-and-a-half minutes.,S,,,,S,,,,S,,,
9,MODERATOR,"Even then, no single answer can exceed two minutes.",S-Inform,,,,S-Inform,,,,S-Inform,,,
10,MODERATOR,The candidates under their rules may not question each other directly.,S,,,,S,,,,S,,,
11,MODERATOR,"There will be no opening statements, but each candidate may have up to two minutes for a closing statement.",S,,,,S,,,,S,,,
12,MODERATOR,The questions and the subjects were chosen by me alone.,S,,,,S,,,,S,,,
13,MODERATOR,"I have told no one from the two campaigns, or the Commission, or anyone else involved what they are.",S,,,,S,,,,S,,,
14,MODERATOR,There is a small audience in the hall tonight.,S,,,,S,,,,S,,,
15,MODERATOR,"They are not here to participate, only to listen.",S,,,,S,,,,S,,,
16,MODERATOR,"I have asked, and they have agreed, to remain silent for the next 90 minutes.",S,,,,S,,,,S,,,
17,MODERATOR,"Except for right now, when they will applaud as we welcome the two candidates, Governor Bush and Vice President Gore.",S; GR,,,,S; GR,,,,S; GR,,,
18,MODERATOR,"And now the first question as determined by a flip of a coin, it goes to Vice President Gore.",S; TG,,,,S; TG,,,,S; TG,,,
19,MODERATOR,"Vice President Gore, you have questioned whether Governor Bush has the experience to be President of the United States.",S,,,,S,,,,S,,,
20,MODERATOR,What exactly do you mean?,Q-W; OQ,,,,Q-W; OQ,,,,Q-W; OQ,,,
21,GORE,"Well, Jim, first of all, I would like to thank the sponsors of this debate and the people of Boston for hosting the debate.",THK; TT,,,,THK; TT,,,,THK; TT,,,
22,GORE,"I would like to thank Governor Bush for participating, and I would like to say I’m happy to be here with Tipper and our family.",THK,,,,THK,,,,THK,,,
23,GORE,I have actually not questioned Governor Bush’s experience.,S; CORR,,REB,,S; CORR,,REB,,S; CORR,,REB,
24,GORE,I have questioned his proposals.,S,,REB,,S,,REB,,S,,REB,
25,GORE,And here is why.,EXPL,,,,EXPL,,,,EXPL,,,
26,GORE,I think this is a very important moment for our country.,S,,IP,,S,,IP,,S,,IP,
27,GORE,We have achieved extraordinary prosperity.,S,,,,S,,,,S,,,
28,GORE,"And in this election, America has to make an important choice.",S,,UF,,S,,UF,,S,,UF,
29,GORE,"Will we use our prosperity to enrich not just the few, but all of our families?",YNQ; Q-RHET,,AE; UF,,YNQ; Q-RHET,,AE; UF,,YNQ; Q-RHET,,AE; UF,
30,GORE,I believe we have to make the right and responsible choices.,S; IAFA,,IP,,S; IAFA,,IP,,S; IAFA,,IP,
31,GORE,"If I’m entrusted with the presidency, here are the choices that I will make.",S,,,,S,,,,S,,,
32,GORE,I will balance the budget every year.,S,,IT,,S,,IT,,S,,IT,
33,GORE,I will pay down the national debt.,S,,IT,,S,,IT,,S,,IT,
34,GORE,I will put Medicare and Social Security in a lockbox and protect them.,S,,IT,,S,,IT,,S,,IT,
35,GORE,And I will cut taxes for middle-class families.,S,,IT,,S,,IT,,S,,IT,
36,GORE,I believe it’s important to resist the temptation to squander our surplus.,S,,IP,,S,,IP,,S,,IP,
37,GORE,"If we make the right choices, we can have a prosperity that endures and enriches all of our people.",S,,AE; UF,,S,,AE; UF,,S,,AE; UF,
38,GORE,"If I’m entrusted with the presidency, I will help parents and strengthen families because, you know, if we have prosperity that grows and grows, we still won’t be successful unless we strengthen families by, for example, ensuring that children can always go to schools that are safe.",S; EXPL,,AE; UF,,S; EXPL,,AE; UF,,S; EXPL,,AE; UF,
39,GORE,By giving parents the tools to protect their children against cultural pollution.,S,,AE; CBias,,S,,AE; CBias,,S,,AE; CBias,
40,GORE,I will make sure that we invest in our country and our families.,S,,IT; IP,,S,,IT; IP,,S,,IT; IP,
41,GORE,"And I mean investing in education, health care, the environment, and middle-class tax cuts and retirement security.",S; EXPL,,IP,,S; EXPL,,IP,,S; EXPL,,IP,
42,GORE,That is my agenda and that is why I think that it’s not just a question of experience.,S,,IP; REB,,S,,IP; REB,,S,,IP; REB,
43,MODERATOR,"Governor Bush, one minute rebuttal.",IAFA; TG,,,,IAFA; TG,,,,IAFA; TG,,,
44,BUSH,"Well, we do come from different places.",S,,,,S,,,,S,,,
45,BUSH,I come from West Texas.,S,,,,S,,,,S,,,
46,BUSH,The governor is the chief executive officer.,S,,,,S,,,,S,,,
47,BUSH,We know how to set agendas.,S,,IT,,S,,IT,,S,,IT,
48,BUSH,I think you’ll find the difference reflected in our budgets.,S,,IP,,S,,IP,,S,,IP,
49,BUSH,I want to take one-half of the surplus and dedicate it to Social Security.,S,,IP,,S,,IP,,S,,IP,
50,BUSH,"One-quarter of the surplus for important projects, and I want to send one-quarter of the surplus back to the people who pay the bills.",S,,IP,,S,,IP,,S,,IP,
51,BUSH,I want everybody who pays taxes to have their tax rates cut.,S,,IP,,S,,IP,,S,,IP,
52,BUSH,"And that stands in contrast to my worthy opponent’s plan, which will increase the size of government dramatically.",S; CH,,ATTR; REB,,S; CH,,ATTR; REB,,S; CH,,ATTR; REB,
