unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,SHAW,"On behalf of the Commission on Presidential Debates, I am pleased to welcome you to the second presidential debate.",GR,,,,GR,,,,GR,,,
2,SHAW,"I am Bernard Shaw of CNN, Cable News Network.",S-Inform,,,,S-Inform,,,,S-Inform,,,
3,SHAW,My colleagues on the panel are Ann Compton of ABC NEWS; Margaret Warner of Newsweek magazine; and Andrea Mitchell of NBC NEWS.,S-Inform,,,,S-Inform,,,,S-Inform,,,
4,SHAW,"The candidates are Vice President George Bush, the Republican nominee; and Governor Michael Dukakis, the Democratic nominee.",S-Inform,,,,S-Inform,,,,S-Inform,,,
5,SHAW,For the next 90 minutes we will be questioning the candidates following a format designed and agreed to by representatives of the two campaigns.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
6,SHAW,"However, there are no restrictions on the questions that my colleagues and I can ask this evening, and the candidates have no prior knowledge of our questions.",S,,,,S,,,,S,,,
7,SHAW,"By agreement between the candidates, the first question goes to Gov.",S,,,,S,,,,S,,,
8,SHAW,Dukakis.,S,,,,S,,,,S,,,
9,SHAW,You have two minutes to respond.,S,,,,S,,,,S,,,
10,SHAW,"Governor, if Kitty Dukakis were raped and murdered, would you favor an irrevocable death penalty for the killer?",YNQ,,AE; BQ,,YNQ,,AE; BQ,,YNQ,,AE; BQ,
11,DUKAKIS,"No, I don’t, Bernard.",REJ; ANS,,,,REJ; ANS,,,,REJ; ANS,,,
12,DUKAKIS,And I think you know that I’ve opposed the death penalty during all of my life.,S; IAFA,,IP; SE,,S; IAFA,,IP; SE,,S; IAFA,,IP; SE,
13,DUKAKIS,"I don’t see any evidence that it’s a deterrent, and I think there are better and more effective ways to deal with violent crime.",S,,IP,,S,,IP,,S,,IP,
14,DUKAKIS,We’ve done so in my own state.,S; IAFA,,IT,,S; IAFA,,IT,,S; IAFA,,IT,
15,DUKAKIS,And it’s one of the reasons why we have had the biggest drop in crime of any industrial state in America; why we have the lowest murder rate of any industrial state in America.,S-Inform; EXPL,,IT; SE,,S-Inform; EXPL,,IT; SE,,S-Inform; EXPL,,IT; SE,
16,DUKAKIS,But we have work to do in this nation.,S,,UF,,S,,UF,,S,,UF,
