unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,SCHIEFFER,"Good evening from Arizona State University in Tempe, Arizona.",GR,,,,GR,,,,GR,,,
2,SCHIEFFER,I’m Bob Schieffer of CBS News.,S,,,,S,,,,S,,,
3,SCHIEFFER,I want to welcome you to the third and last of the 2004 debates between President George Bush and Senator John Kerry.,S; GR,,,,S; GR,,,,S; GR,,,
4,SCHIEFFER,"As Jim Lehrer told you before the first one, these debates are sponsored by the Commission on Presidential Debates.",S; HS,,,,S; HS,,,,S; HS,,,
5,SCHIEFFER,"Tonight the topic will be domestic affairs, but the format will be the same as that first debate.",S,,,,S,,,,S,,,
6,SCHIEFFER,"I’ll moderate our discussion under detailed rules agreed to by the candidates, but the questions and the areas to be covered were chosen by me.",S,,,,S,,,,S,,,
7,SCHIEFFER,I have not told the candidates or anyone else what they are.,S,,,,S,,,,S,,,
8,SCHIEFFER,"To refresh your memory on the rules, I will ask a question.",S,,,,S,,,,S,,,
9,SCHIEFFER,The candidate is allowed two minutes to answer.,S,,,,S,,,,S,,,
10,SCHIEFFER,His opponent then has a minute and a half to offer a rebuttal.,S,,,,S,,,,S,,,
11,SCHIEFFER,"At my discretion, I can extend the discussion by offering each candidate an additional 30 seconds.",S-Inform,,,,S-Inform,,,,S-Inform,,,
12,SCHIEFFER,A green light will come on to signal the candidate has 30 seconds left.,S-Inform,,,,S-Inform,,,,S-Inform,,,
13,SCHIEFFER,A yellow light signals 15 seconds left.,S-Inform,,,,S-Inform,,,,S-Inform,,,
14,SCHIEFFER,A red light means five seconds left.,S-Inform,,,,S-Inform,,,,S-Inform,,,
15,SCHIEFFER,"There is also a buzzer, if it is needed.",S,,,,S,,,,S,,,
16,SCHIEFFER,The candidates may not question each other directly.,S,,,,S,,,,S,,,
17,SCHIEFFER,"There are no opening statements, but there will be two-minute closing statements.",S-Inform,,,,S-Inform,,,,S-Inform,,,
18,SCHIEFFER,"There is an audience here tonight, but they have agreed to remain silent, except for right now, when they join me in welcoming President George Bush and Senator John Kerry.",S; GR,,,,S; GR,,,,S; GR,,,
19,SCHIEFFER,"Gentlemen, welcome to you both.",GR,,,,GR,,,,GR,,,
20,SCHIEFFER,"By coin toss, the first question goes to Senator Kerry.",S,,,,S,,,,S,,,
21,SCHIEFFER,"Senator, I want to set the stage for this discussion by asking the question that I think hangs over all of our politics today and is probably on the minds of many people watching this debate tonight.",S; TT,,,,S; TT,,,,S; TT,,,
22,SCHIEFFER,"And that is, will our children and grandchildren ever live in a world as safe and secure as the world in which we grew up?",YNQ; OQ,,AF; AE,,YNQ; OQ,,AF; AE,,YNQ; OQ,,AF; AE,
23,KERRY,"Well, first of all, Bob, thank you for moderating tonight.",THK,,,,THK,,,,THK,,,
24,KERRY,"Thank you, Arizona State, for welcoming us.",THK,,,,THK,,,,THK,,,
25,KERRY,And thank you to the Presidential Commission for undertaking this enormous task.,THK,,,,THK,,,,THK,,,
26,KERRY,We’re proud to be here.,S,,AP,,S,,AP,,S,,AP,
27,KERRY,Mr.,GR,,,,GR,,,,GR,,,
28,KERRY,"President, I’m glad to be here with you again to share similarities and differences with the American people.",S; GR,,,,S; GR,,,,S; GR,,,
29,KERRY,Will we ever be safe and secure again?,YNQ; Q-RHET,,,,YNQ; Q-RHET,,,,YNQ; Q-RHET,,,
30,KERRY,Yes.,ANS,,,,ANS,,,,ANS,,,
31,KERRY,We absolutely must be.,S,,,,S,,,,S,,,
32,KERRY,That’s the goal.,S,,,,S,,,,S,,,
33,KERRY,"Now, how do we achieve it is the most critical component of it.",S,,,,S,,,,S,,,
34,KERRY,"I believe that this president, regrettably, rushed us into a war, made decisions about foreign policy, pushed alliances away.",S; CH,,IP; ATTR; REB,,S; CH,,IP; ATTR; REB,,S; CH,,IP; ATTR; REB,
35,KERRY,"And, as a result, America is now bearing this extraordinary burden where we are not as safe as we ought to be.",S,,AF; ATTR; REB,,S,,AF; ATTR; REB,,S,,AF; ATTR; REB,
36,KERRY,The measurement is not: Are we safer?,S,,CB,,S,,CB,,S,,CB,
37,KERRY,The measurement is: Are we as safe as we ought to be?,S,,CB,,S,,CB,,S,,CB,
38,KERRY,"And there are a host of options that this president had available to him, like making sure that at all our ports in America containers are inspected.",S; CH,,ATTR; REB,,S; CH,,ATTR; REB,,S; CH,,ATTR; REB,
39,KERRY,Only 95 percent of them — 95 percent come in today uninspected.,S-Inform,,AF; SE,,S-Inform,,AF; SE,,S-Inform,,AF; SE,
40,KERRY,That’s not good enough.,S; CH,,REB,,S; CH,,REB,,S; CH,,REB,
41,KERRY,"People who fly on airplanes today, the cargo hold is not X-rayed, but the baggage is.",S-Inform,,AF,,S-Inform,,AF,,S-Inform,,AF,
42,KERRY,That’s not good enough.,S,,CB,,S,,CB,,S,,CB,
43,KERRY,Firehouses don’t have enough firefighters in them.,S,,AF,,S,,AF,,S,,AF,
44,KERRY,Police officers are being cut from the streets of America because the president decided to cut the COPS program.,S; CH,,AF; ATTR,,S; CH,,AF; ATTR,,S; CH,,AF; ATTR,
45,KERRY,So we can do a better job of homeland security.,S,,IP,,S,,IP,,S,,IP,
46,KERRY,"I can do a better job of waging a smarter, more effective war on terror and guarantee that we will go after the terrorists.",S,,IT; IP,,S,,IT; IP,,S,,IT; IP,
47,KERRY,"I will hunt them down, and we’ll kill them, we’ll capture them.",S,,IT,,S,,IT,,S,,IT,
48,KERRY,We’ll do whatever is necessary to be safe.,S,,,,S,,,,S,,,
49,KERRY,"But I pledge this to you, America: I will do it in the way that Franklin Roosevelt and Ronald Reagan and John Kennedy and others did, where we build the strongest alliances, where the world joins together, where we have the best intelligence and where we are able, ultimately, to be more safe and secure.",S; HS,,AP; UF; IP,,S; HS,,AP; UF; IP,,S; HS,,AP; UF; IP,
