unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,LEHRER,"Good evening, and welcome to the first of 3 debates among the major candidates for president of the United States, sponsored by the Commission on Presidential Debates.",GR,,,,GR,,,,GR,,,
2,LEHRER,"The candidates are: independent candidate Ross Perot, Governor Bill Clinton, the Democratic nominee, and President George Bush, the Republican nominee.",S-Inform,,,,S-Inform,,,,S-Inform,,,
3,LEHRER,"I am Jim Lehrer of the MacNeil-Lehrer News Hour on PBS, and I will be the moderator for this 90-minute event, which is taking place before an audience in the athletic complex on the campus of Washington University in St.",S-Inform; GR,,,,S-Inform; GR,,,,S-Inform; GR,,,
4,LEHRER,"Louis, Missouri.",S,,,,S,,,,S,,,
5,LEHRER,Three journalists will be asking questions tonight.,S-Inform,,,,S-Inform,,,,S-Inform,,,
6,LEHRER,"They are John Mashek of The Boston Globe, Ann Compton of ABC News, and Sander Vanocur, a freelance journalist.",S-Inform,,,,S-Inform,,,,S-Inform,,,
7,LEHRER,We will follow a format agreed to by representatives of the Clinton and Bush campaigns.,S,,,,S,,,,S,,,
8,LEHRER,That agreement contains no restrictions on the content or subject matter of the questions.,S,,,,S,,,,S,,,
9,LEHRER,Each candidate will have up to 2 minutes for a closing statement.,S-Inform,,,,S-Inform,,,,S-Inform,,,
10,LEHRER,"The order of those, as well as the questioning, was determined by a drawing.",S,,,,S,,,,S,,,
11,LEHRER,The first question goes to Mr.,S; TG,,,,S; TG,,,,S; TG,,,
12,LEHRER,Perot.,S,,,,S,,,,S,,,
13,LEHRER,"He will have 2 minutes to answer, to be followed by rebuttals of one minute each from Governor Clinton and then President Bush.",S-Inform,,,,S-Inform,,,,S-Inform,,,
14,LEHRER,"Gentlemen, good evening.",GR,,,,GR,,,,GR,,,
15,LEHRER,The first topic tonight is what separates each of you from the other.,S,,,,S,,,,S,,,
16,LEHRER,Mr.,S,,,,S,,,,S,,,
17,LEHRER,"Perot, what do you believe tonight is the single most important separating issue of this campaign?",Q-W; OQ,,,,Q-W; OQ,,,,Q-W; OQ,,,
18,PEROT,I think the principal that separates me is that 5 and a half million people came together on their own and put me on the ballot.,S; IAFA,,IP,,S; IAFA,,IP,,S; IAFA,,IP,
