unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,SPEAKER_27,"media. In an hour, President Biden and former President Trump will face off in a debate for the first time since the election.",S-Inform,,,,S-Inform,,,,S-Inform,,,
2,SPEAKER_27,"Tonight's debate, hosted by CNN and simulcasted here on the C-SPAN Networks.",S,,,,S,,,,S,,,
3,SPEAKER_27,"Before the debate begins tonight, we want to start the conversation as we always do on C-SPAN with all of you, the voters.",S,,,,S,,,,S,,,
4,SPEAKER_27,"If you're supporting President Biden, and you already know you'll be voting for him, dial in tonight at 202-748-8920.",IAFA,,,,IAFA,,,,IAFA,,,
5,SPEAKER_27,"If you support the former president, dial in at 202-748-8921.",IAFA,,,,IAFA,,,,IAFA,,,
6,SPEAKER_27,"If you are undecided about who you will vote for this November, call in at 202-748-8922.",IAFA,,,,IAFA,,,,IAFA,,,
7,SPEAKER_27,"And if you've decided to vote for a third party candidate, call us at 202-748-8923.",IAFA,,,,IAFA,,,,IAFA,,,
8,SPEAKER_27,"Our question for you before the debate, what do you want to hear in this first presidential Debate.",OQ; TG,,,,OQ; TG,,,,OQ; TG,,,
9,SPEAKER_27,That is our question.,S,,,,S,,,,S,,,
10,SPEAKER_27,You can join us on X as well with the handle at C-SPAN or on facebook.com slash C-SPAN.,S; IAFA-OF,,,,S; IAFA-OF,,,,S; IAFA-OF,,,
11,SPEAKER_27,And you can also send a text and answer that question at 202-748-8903.,S,,,,S,,,,S,,,
12,SPEAKER_27,We will also hear from you after tonight's debate.,S,,,,S,,,,S,,,
13,SPEAKER_27,"We'll take your phone calls and your texts, and if you follow us on X at C-SPAN, you can participate in our poll this evening.",S,,,,S,,,,S,,,
