unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,LEHRER,"Good evening from the University of Miami Convocation Center in Coral Gables, Florida.",GR,,,,GR,,,,GR,,,
2,LEHRER,I’m Jim Lehrer of “The NewsHour” on PBS.,S,,,,S,,,,S,,,
3,LEHRER,And I welcome you to the first of the 2004 presidential debates between President George W.,GR; HS,,,,GR; HS,,,,GR; HS,,,
4,LEHRER,"Bush, the Republican nominee, and Senator John Kerry, the Democratic nominee.",S,,,,S,,,,S,,,
5,LEHRER,These debates are sponsored by the Commission on Presidential Debates.,S,,,,S,,,,S,,,
6,LEHRER,"Tonight’s will last 90 minutes, following detailed rules of engagement worked out by representatives of the candidates.",S-Inform,,,,S-Inform,,,,S-Inform,,,
7,LEHRER,I have agreed to enforce their rules on them.,S,,,,S,,,,S,,,
8,LEHRER,"The umbrella topic is foreign policy and homeland security, but the specific subjects were chosen by me, the questions were composed by me, the candidates have not been told what they are, nor has anyone else.",S,,,,S,,,,S,,,
9,LEHRER,"For each question there can only be a two-minute response, a 90- second rebuttal and, at my discretion, a discussion extension of one minute.",S,,,,S,,,,S,,,
10,LEHRER,"A green light will come on when 30 seconds remain in any given answer, yellow at 15, red at five seconds, and then flashing red means time’s up.",S,,,,S,,,,S,,,
11,LEHRER,There is also a backup buzzer system if needed.,S,,,,S,,,,S,,,
12,LEHRER,Candidates may not direct a question to each other.,S,,,,S,,,,S,,,
13,LEHRER,"There will be two-minute closing statements, but no opening statements.",S,,,,S,,,,S,,,
14,LEHRER,"There is an audience here in the hall, but they will remain absolutely silent for the next 90 minutes, except for now, when they join me in welcoming President Bush and Senator Kerry.",S; GR,,,,S; GR,,,,S; GR,,,
15,LEHRER,"Good evening, Mr.",GR,,,,GR,,,,GR,,,
16,LEHRER,"President, Senator Kerry.",GR,,,,GR,,,,GR,,,
17,LEHRER,"As determined by a coin toss, the first question goes to you, Senator Kerry.",S; TG,,,,S; TG,,,,S; TG,,,
18,LEHRER,You have two minutes.,S,,,,S,,,,S,,,
19,LEHRER,Do you believe you could do a better job than President Bush in preventing another 9/11-type terrorist attack on the United States?,YNQ,,,,YNQ,,,,YNQ,,,
20,KERRY,"Yes, I do.",ANS,,,,ANS,,,,ANS,,,
21,KERRY,"But before I answer further, let me thank you for moderating.",THK; TT,,,,THK; TT,,,,THK; TT,,,
22,KERRY,I want to thank the University of Miami for hosting us.,THK,,,,THK,,,,THK,,,
23,KERRY,And I know the president will join me in welcoming all of Florida to this debate.,S; GR,,UF,,S; GR,,UF,,S; GR,,UF,
24,KERRY,You’ve been through the roughest weeks anybody could imagine.,S,,AE,,S,,AE,,S,,AE,
25,KERRY,Our hearts go out to you.,S,,AE,,S,,AE,,S,,AE,
26,KERRY,And we admire your pluck and perseverance.,S,,AE,,S,,AE,,S,,AE,
27,KERRY,I can make American safer than President Bush has made us.,S,,IT; IP; REB,,S,,IT; IP; REB,,S,,IT; IP; REB,
