unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,MODERATOR,Good evening from the Field House at Washington University in St.,GR,,,,GR,,,,GR,,,
2,MODERATOR,Louis.,S,,,,S,,,,S,,,
3,MODERATOR,I’m Jim Lehrer of the NewsHour on PBS.,S,,,,S,,,,S,,,
4,MODERATOR,"And I welcome you to this third and final Campaign 2000 debate between the Democratic candidate for president, Vice President Al Gore, and the Republican candidate, Governor George W.",GR,,,,GR,,,,GR,,,
5,MODERATOR,Bush of Texas.,S,,,,S,,,,S,,,
6,MODERATOR,Let’s welcome the candidates now.,GR,,,,GR,,,,GR,,,
7,MODERATOR,"Before proceeding tonight we would like to observe a moment of silence in memory of Governor Mel Carnahan of Missouri, who along with his son and his former chief of staff, died in a private plane crash last night near St.",S; HS,,,,S; HS,,,,S; HS,,,
8,MODERATOR,Louis.,S,,,,S,,,,S,,,
9,MODERATOR,"A reminder, as we continue now, that these debates are sponsored by the Commission on Presidential Debates.",S,,,,S,,,,S,,,
10,MODERATOR,The formats and the rules were worked out by the commission and the two campaigns.,S,,,,S,,,,S,,,
11,MODERATOR,Tonight’s questions will be asked by St.,S,,,,S,,,,S,,,
12,MODERATOR,Louis area voters who were identified as being uncommitted by the Gallup organization.,S,,,,S,,,,S,,,
13,MODERATOR,Earlier today each of them wrote a question on a small card like this.,S,,,,S,,,,S,,,
14,MODERATOR,Those cards were collected and then given to me this afternoon.,S,,,,S,,,,S,,,
15,MODERATOR,"My job, under the rules of the evening, was to decide the order the questions will be asked and to call on the questioners accordingly.",S,,,,S,,,,S,,,
16,MODERATOR,I also have the option of asking follow-ups which — in order to get to more of the panel’s questions.,S,,,,S,,,,S,,,
17,MODERATOR,"For the record, I plan to do sparingly and mostly for clarifications.",S,,,,S,,,,S,,,
18,MODERATOR,The audience participants are bound by the following rule.,S,,,,S,,,,S,,,
19,MODERATOR,They shall not ask follow-up questions or otherwise participate in the extended discussion.,S,,,,S,,,,S,,,
20,MODERATOR,And the questioner’s microphone will be turned off after he or she completes asking the question.,S,,,,S,,,,S,,,
21,MODERATOR,Those are the rules.,S,,,,S,,,,S,,,
22,MODERATOR,"As in Winston-Salem last week, no single answer or response from a candidate can exceed two minutes.",S,,,,S,,,,S,,,
23,MODERATOR,"There is an audience here in the hall and they have promised to remain absolutely quiet, as did their predecessors this year in Boston, Danville, and Winston-Salem.",S,,,,S,,,,S,,,
24,MODERATOR,"Before we begin, a correction from last week’s debate.",CORR,,,,CORR,,,,CORR,,,
25,MODERATOR,I was wrong when I said Vice President Gore’s campaign commercials had called Governor Bush a bumbler.,S; CORR,,,,S; CORR,,,,S; CORR,,,
26,MODERATOR,"That specific charge was made in a press statement by Gore campaign spokesman Mark Fabiani, not in a TV Guide.",S-Inform; CORR,,,,S-Inform; CORR,,,,S-Inform; CORR,,,
27,GORE,I’m glad you clarified that.,ACK,,,,ACK,,,,ACK,,,
28,MODERATOR,"Now, let’s go to the first question.",IAFA; MS,,,,IAFA; MS,,,,IAFA; MS,,,
29,MODERATOR,"Of over the 130 questions we received from this panel, we will begin with one of the 19 on health issues, and it goes to you, Mr.",S-Inform; TG,,,,S-Inform; TG,,,,S-Inform; TG,,,
30,MODERATOR,"Vice President, and it will be asked by James Hankins.",S,,,,S,,,,S,,,
31,MODERATOR,Mr.,S,,,,S,,,,S,,,
32,MODERATOR,Hankins?,Q-W,,,,Q-W,,,,Q-W,,,
33,MODERATOR,"MEMBER OF AUDIENCE: How do you feel about HMOs and insurance companies making the critical decisions that affect people’s lives instead of the medical professionals, and why are the HMOs and insurance companies not held accountable for their decisions?",Q-W; SEEP,,CB,,Q-W; SEEP,,CB,,Q-W; SEEP,,CB,
34,GORE,Mr.,S,,,,S,,,,S,,,
35,GORE,"Hankins, I don’t feel good about it, and I think we ought to have a patient’s bill of rights to take the medical decisions away from the HMOs and give them back to the doctors and nurses.",S; ANS,,IP,,S; ANS,,IP,,S; ANS,,IP,
36,GORE,"I want to come back and tell you why, but if you will forgive me, I would like to say something right now at the beginning of this debate following on the moment of silence for Mel Carnahan and Randy Carnahan and Chris Sifford.",S; TT,,AE,,S; TT,,AE,,S; TT,,AE,
37,GORE,"Tipper and I were good friends with Mel and Randy, and I know that all of us here want to extend our sympathy and condolences to Jean and the family and to the Sifford family.",S,,AE; UF,,S,,AE; UF,,S,,AE; UF,
38,GORE,And I would just like to say that this debate in a way is a living tribute to Mel Carnahan because he loved the vigorous discussion of ideas in our democracy.,S,,AE; APAT,,S,,AE; APAT,,S,,AE; APAT,
39,GORE,He was a fantastic governor of Missouri.,S,,,,S,,,,S,,,
40,GORE,This state became one of the top five in the nation for health care coverage for children under his leadership.,S-Inform,,SE,,S-Inform,,SE,,S-Inform,,SE,
41,GORE,One of the best in advancing all kinds of benefits for children to grow up healthy and strong.,S,,,,S,,,,S,,,
42,GORE,"And of course, this debate also takes place at a time when the tragedy of the USS Cole is on our minds and hearts and insofar as the memorial service is tomorrow, I would like to also extend sympathy to the families of those who have died and those who are still missing, and the injured.",S; HS,,AE,,S; HS,,AE,,S; HS,,AE,
43,GORE,"Now, Mr.",S,,,,S,,,,S,,,
44,GORE,"Hankins, I think that the situation that you describe has gotten completely out of hand.",S; IAFA,,IP,,S; IAFA,,IP,,S; IAFA,,IP,
45,GORE,"Doctors are giving prescriptions, they’re recommending treatments, and then their recommendations are being overruled by HMOs and insurance companies.",S,,,,S,,,,S,,,
46,GORE,That is unacceptable.,S,,IP,,S,,IP,,S,,IP,
47,GORE,I support a strong national patient’s bill of rights.,S,,IP,,S,,IP,,S,,IP,
48,GORE,"It is actually a disagreement between us, a national law that is pending on this, the Dingle-Norwood bill, a bipartisan bill, is one that I support and that the governor does not.",S; DIS,,IP; REB,,S; DIS,,IP; REB,,S; DIS,,IP; REB,
49,MODERATOR,"Two minutes response, Governor Bush.",TG,,,,TG,,,,TG,,,
50,BUSH,"I, too, want to extend my prayers and blessings, God’s blessings on the families whose lives were overturned yes — tod — last night.",S,,AE; APAT,,S,,AE; APAT,,S,,AE; APAT,
51,BUSH,It’s a tragic moment.,S,,AE,,S,,AE,,S,,AE,
52,BUSH,"Actually, Mr.",TT,,,,TT,,,,TT,,,
53,BUSH,"Vice President, it’s not true.",DIS; CH,,REB,,DIS; CH,,REB,,DIS; CH,,REB,
54,BUSH,I do support a national patient’s bill of rights.,S,,IP,,S,,IP,,S,,IP,
55,BUSH,"As a matter of fact, I brought Republicans and Democrats together to do just that in the State of Texas to get a patient’s bill of rights through.",S-Inform,,IT,,S-Inform,,IT,,S-Inform,,IT,
