unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,MODERATOR,Kristen Welker,S,,,,S,,,,S,,,
2,WELKER,"Good evening from Belmont University in Nashville, Tennessee.",GR,,,,GR,,,,GR,,,
3,WELKER,I’m Kristen Welker of NBC News and I welcome you to the final 2020 presidential debate between President Donald J.,S; GR,,,,S; GR,,,,S; GR,,,
4,WELKER,Trump and former Vice President Joe Biden.,S,,,,S,,,,S,,,
5,WELKER,Tonight’s debate is sponsored by The Commission on Presidential Debates.,S-Inform,,,,S-Inform,,,,S-Inform,,,
6,WELKER,It is conducted under health and safety protocols designed by the commission’s health security advisor.,S,,,,S,,,,S,,,
7,WELKER,The audience here in the hall has promised to remain silent.,S,,,,S,,,,S,,,
8,WELKER,"No cheers, boos or other interruptions except right now, as we welcome to the stage former Vice President Joe Biden and President Donald J.",S; GR,,,,S; GR,,,,S; GR,,,
9,WELKER,Trump.,S,,,,S,,,,S,,,
10,WELKER,And I do want to say a very good evening to both of you.,GR,,,,GR,,,,GR,,,
11,WELKER,This debate will cover six major topics.,S,,,,S,,,,S,,,
12,WELKER,"At the beginning of each section, each candidate will have two minutes, uninterrupted, to answer my first question.",S-Inform,,,,S-Inform,,,,S-Inform,,,
13,WELKER,"The debate commission will then turn on their microphone only when it is their turn to answer, and the commission will turn it off exactly when the two minutes have expired.",S-Inform,,,,S-Inform,,,,S-Inform,,,
14,WELKER,"After that, both microphones will remain on, but on behalf of the voters, I’m going to ask you to please speak one at a time.",IAFA; MS,,,,IAFA; MS,,,,IAFA; MS,,,
15,WELKER,The goal is for you to hear each other and for the American people to hear every word of what you both have to say.,S,,,,S,,,,S,,,
16,WELKER,"And so with that, if you’re ready, let’s start.",IAFA; MS,,,,IAFA; MS,,,,IAFA; MS,,,
17,WELKER,And we will begin with the fight against the coronavirus.,S; MS,,,,S; MS,,,,S; MS,,,
18,WELKER,"President Trump, the first question is for you.",S; TG,,,,S; TG,,,,S; TG,,,
19,WELKER,The country is heading into a dangerous new phase.,S,,AF,,S,,AF,,S,,AF,
20,WELKER,"More than 40,000 Americans are in the hospital tonight with COVID, including record numbers here in Tennessee.",S-Inform,,,,S-Inform,,,,S-Inform,,,
21,WELKER,"And since the two of you last shared a stage, 16,000 Americans have died from COVID.",S-Inform; HS,,,,S-Inform; HS,,,,S-Inform; HS,,,
