unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,SCHIEFFER,"Good evening from the campus of Lynn University here in Boca Raton, Florida.",GR,,,,GR,,,,GR,,,
2,SCHIEFFER,"This is the fourth and last debate of the 2012 campaign, brought to you by the Commission on Presidential Debates.",S-Inform; HS,,,,S-Inform; HS,,,,S-Inform; HS,,,
3,SCHIEFFER,This one’s on foreign policy.,S,,,,S,,,,S,,,
4,SCHIEFFER,I’m Bob Schieffer of CBS News.,S,,,,S,,,,S,,,
5,SCHIEFFER,"The questions are mine, and I have not shared them with the candidates or their aides.",S,,,,S,,,,S,,,
6,SCHIEFFER,"The audience has taken a vow of silence — no applause, no reaction of any kind, except right now when we welcome President Barack Obama and Governor Mitt Romney.",S; GR,,,,S; GR,,,,S; GR,,,
7,SCHIEFFER,"Gentlemen, your campaigns have agreed to certain rules and they are simple.",S,,,,S,,,,S,,,
8,SCHIEFFER,They’ve asked me to divide the evening into segments.,S,,,,S,,,,S,,,
9,SCHIEFFER,I’ll pose a question at the beginning of each segment.,S,,,,S,,,,S,,,
10,SCHIEFFER,You will each have two minutes to respond and then we will have a general discussion until we move to the next segment.,S-Inform,,,,S-Inform,,,,S-Inform,,,
11,SCHIEFFER,"Tonight’s debate, as both of you know, comes on the 50th anniversary of the night that President Kennedy told the world that the Soviet Union had installed nuclear missiles in Cuba, perhaps the closest we’ve ever come to nuclear war.",S-Inform; HS,,,,S-Inform; HS,,,,S-Inform; HS,,,
12,SCHIEFFER,And it is a sobering reminder that every president faces at some point an unexpected threat to our national security from abroad.,S,,,,S,,,,S,,,
13,SCHIEFFER,So let’s begin.,IAFA; MS,,,,IAFA; MS,,,,IAFA; MS,,,
14,SCHIEFFER,The first segment is the challenge of a changing Middle East and the new face of terrorism.,S; MS,,,,S; MS,,,,S; MS,,,
15,SCHIEFFER,I’m going to put this into two segments so you’ll have two topic questions within this one segment on the subject.,S; MS,,,,S; MS,,,,S; MS,,,
16,SCHIEFFER,"The first question, and it concerns Libya.",S; MS,,,,S; MS,,,,S; MS,,,
17,SCHIEFFER,The controversy over what happened there continues.,S,,,,S,,,,S,,,
18,SCHIEFFER,"Four Americans are dead, including an American ambassador.",S-Inform,,,,S-Inform,,,,S-Inform,,,
19,SCHIEFFER,Questions remain.,S,,,,S,,,,S,,,
20,SCHIEFFER,What happened?,Q-W,,,,Q-W,,,,Q-W,,,
21,SCHIEFFER,What caused it?,Q-W,,,,Q-W,,,,Q-W,,,
22,SCHIEFFER,Was it spontaneous?,YNQ,,,,YNQ,,,,YNQ,,,
23,SCHIEFFER,Was it an intelligence failure?,YNQ,,,,YNQ,,,,YNQ,,,
24,SCHIEFFER,Was it a policy failure?,YNQ,,,,YNQ,,,,YNQ,,,
25,SCHIEFFER,Was there an attempt to mislead people about what really happened?,YNQ,,,,YNQ,,,,YNQ,,,
26,SCHIEFFER,"Governor Romney, you said this was an example of an American policy in the Middle East that is unraveling before our very eyes.",S; HS,,,,S; HS,,,,S; HS,,,
27,SCHIEFFER,I’d like to hear each of you give your thoughts on that.,OQ; TG,,,,OQ; TG,,,,OQ; TG,,,
28,SCHIEFFER,"Governor Romney, you won the toss.",S,,,,S,,,,S,,,
29,SCHIEFFER,You go first.,IAFA; TG,,,,IAFA; TG,,,,IAFA; TG,,,
30,ROMNEY,"Thank you, Bob.",THK,,,,THK,,,,THK,,,
31,ROMNEY,And thank you for agreeing to moderate this debate this evening.,THK,,,,THK,,,,THK,,,
32,ROMNEY,Thank you to Lynn University for welcoming us here.,GR; THK,,,,GR; THK,,,,GR; THK,,,
33,ROMNEY,And Mr.,GR,,,,GR,,,,GR,,,
34,ROMNEY,"President, it’s good to be with you again.",GR,,,,GR,,,,GR,,,
35,ROMNEY,"We were together at a humorous event a little earlier, and it’s nice to maybe funny this time, not on purpose.",S,,,,S,,,,S,,,
36,ROMNEY,We’ll see what happens.,S,,,,S,,,,S,,,
