unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,SPEAKER_02,"debate, the first and potentially only match-up between Vice President Kamala Harris and former President Donald Trump.",S,,,,S,,,,S,,,
2,SPEAKER_02,"Both candidates, having accepted their party's nominations at the conventions earlier this summer, meet tonight on the debate stage for the first time in Philadelphia.",S; HS,,,,S; HS,,,,S; HS,,,
3,SPEAKER_02,in the same city where the Constitution was written years ago.,S; HS,,,,S; HS,,,,S; HS,,,
4,SPEAKER_02,"Tonight's debate is at the National Constitution Center, hosted by ABC and simulcasted here on C-SPAN.",S-Inform,,,,S-Inform,,,,S-Inform,,,
5,SPEAKER_02,"Before the debate begins tonight, we of course want to hear from all of you.",S,,,,S,,,,S,,,
6,SPEAKER_02,What do you want to hear from these candidates?,Q-W; OQ,,,,Q-W; OQ,,,,Q-W; OQ,,,
7,SPEAKER_02,Here's how you can join the conversation in the next hour.,S,,,,S,,,,S,,,
8,SPEAKER_02,"If you are supporting the vice president, dial in at 202-748-8920.",S-Inform; IAFA,,,,S-Inform; IAFA,,,,S-Inform; IAFA,,,
9,SPEAKER_02,If you support the former president your line tonight is 202-748-8921.,S-Inform,,,,S-Inform,,,,S-Inform,,,
10,SPEAKER_02,"If you are supporting another candidate, a different one, dial in at 202-748-8922.",S-Inform,,,,S-Inform,,,,S-Inform,,,
11,SPEAKER_02,"And if you are undecided, we want to hear from you at 202-748-8923.",S-Inform,,,,S-Inform,,,,S-Inform,,,
12,SPEAKER_02,"You can text us all of you at 202-748-8903, include your first name, city and state.",S-Inform; IAFA,,,,S-Inform; IAFA,,,,S-Inform; IAFA,,,
13,SPEAKER_02,You can also join us on X with the handle at C-SPAN or on facebook.com slash c-SPAN.,S-Inform,,,,S-Inform,,,,S-Inform,,,
14,SPEAKER_02,"Before we get to your calls, joining us from Philadelphia tonight is Axios's national politics reporter, Sophia Kai, here to preview tonight's debate.",S; GR,,,,S; GR,,,,S; GR,,,
15,SPEAKER_02,"Sophia Kai, you are at the media filing center, which is also going to be where the spin room is tonight.",S,,,,S,,,,S,,,
16,SPEAKER_02,Describe the scene there.,IAFA; TG,,,,IAFA; TG,,,,IAFA; TG,,,
17,SPEAKER_37,"Yeah, so it's a large space.",S,,,,S,,,,S,,,
