unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,JIM LEHRER,Good evening.,S; GR,,,,S; GR,,,,S; GR,,,
2,JIM LEHRER,Welcome to this third and final debate among the three major candidates for president of the US.,IAFA; GR,,,,IAFA; GR,,,,IAFA; GR,,,
3,JIM LEHRER,"Governor Bill Clinton, the Democratic nominee, President George Bush, the Republican nominee, — — and independent candidate Ross Perot.",S,,,,S,,,,S,,,
4,JIM LEHRER,I am Jim Lehrer of the MacNeil-Lehrer Newshour on PBS.,S,,,,S,,,,S,,,
5,JIM LEHRER,"I will be the moderator for this debate, which is being sponsored by the Commission on Presidential Debates.",S,,,,S,,,,S,,,
6,JIM LEHRER,It will be 90 minutes long.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
7,JIM LEHRER,It is happening before an audience on the campus of Michigan State University in East Lansing.,S,,,,S,,,,S,,,
8,JIM LEHRER,"The format was conceived by and agreed to by representatives of the Bush and Clinton campaigns, and it is somewhat different than those used in the earlier debates.",S,,,,S,,,,S,,,
9,JIM LEHRER,I will ask questions for the first half under rules that permit follow-ups.,S,,,,S,,,,S,,,
10,JIM LEHRER,A panel of 3 other journalists will ask questions in the 2nd half under rules that do not.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
11,JIM LEHRER,"As always, each candidate will have 2 minutes, up to 2 minutes, to make a closing statement.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
12,JIM LEHRER,"The order of those, as well as that for the formal questioning, were all determined by a drawing.",S,,,,S,,,,S,,,
13,JIM LEHRER,"Gentlemen, again welcome and again good evening.",S; GR,,,,S; GR,,,,S; GR,,,
14,JIM LEHRER,"It seems, from what some of those voters said at your Richmond debate, and from polling and other data, that each of you, fairly or not, faces serious voter concerns about the underlying credibility and believability of what each of you says you would do as president in the next 4 years.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
15,JIM LEHRER,"Governor Clinton, in accordance with the draw, those concerns about you are first: you are promising to create jobs, reduce the deficit, reform the health care system, rebuild the infrastructure, guarantee college education for everyone who is qualified, among many other things, all with financial pain only for the very rich.",S,,,,S,,,,S,,,
16,JIM LEHRER,Some people are having trouble apparently believing that is possible.,S; EXPL,,,,S; EXPL,,,,S; EXPL,,,
