unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,LEHRER,"Good evening from the Shiley Theatre at the University of San Diego, San Diego, California.",S; GR,,,,S; GR,,,,S; GR,,,
2,LEHRER,I’m Jim Lehrer of the News Hour on PBS.,S,,,,S,,,,S,,,
3,LEHRER,"Welcome to this second 1996 presidential debate between Senator Bob Dole, the Republican nominee, and President Bill Clinton, the Democratic nominee.",IAFA; GR; HS,,,,IAFA; GR; HS,,,,IAFA; GR; HS,,,
4,LEHRER,It is sponsored by the Commission on Presidential Debates.,S,,,,S,,,,S,,,
5,LEHRER,We will follow a town-hall type format tonight.,S,,,,S,,,,S,,,
6,LEHRER,The questions over the next 90 minutes will come from citizens of the greater San Diego area.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
7,LEHRER,"They were chosen in the past week by the Gallup organization to represent a rough cross section of voters as to political views, age, gender and other factors.",S,,,,S,,,,S,,,
8,LEHRER,Each said he or she is undecided about this presidential race.,S,,RB,,S,,RB,,S,,RB,
9,LEHRER,They were told to come tonight with questions.,S,,,,S,,,,S,,,
10,LEHRER,Nobody from the debate commission or the two campaigns has any idea what those questions are.,S,,,,S,,,,S,,,
11,LEHRER,Neither do I.,S,,,,S,,,,S,,,
12,LEHRER,We will all be hearing them for the first time at the same time.,S,,,,S,,,,S,,,
13,LEHRER,"I met with this group three hours ago, and we spoke only about how it was going to work tonight.",S,,,,S,,,,S,,,
14,LEHRER,They are sitting in five sections.,S,,,,S,,,,S,,,
15,LEHRER,"I will call on individuals at random, moving from one section to another with each new question, alternating the questions between the two candidates.",S,,,,S,,,,S,,,
16,LEHRER,My job is to keep things fair and the subjects as clear and as varied as possible.,S,,,,S,,,,S,,,
17,LEHRER,"The rules, drawn by the campaigns, are basically the same as they were for the Hartford and St.",S,,,,S,,,,S,,,
18,LEHRER,"Petersburg debates; 90 second-answers, 60 -second rebuttals, 30-second responses for each question.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
19,LEHRER,The candidates are not allowed to question each other directly.,S,,,,S,,,,S,,,
20,LEHRER,There will be two-minute opening and closing statements.,S,,,,S,,,,S,,,
21,LEHRER,The order for this evening was set by coin toss.,S,,,,S,,,,S,,,
22,LEHRER,We begin now with Senator Dole and his opening statement.,S,,,,S,,,,S,,,
23,LEHRER,Senator Dole.,S,,,,S,,,,S,,,
24,DOLE,"Thank you very much, Jim.",IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
25,DOLE,Let me first give you a sports update.,S,,,,S,,,,S,,,
26,DOLE,"The Braves, one; the Cardinals, nothing, early on.",S,,,,S,,,,S,,,
27,DOLE,I want to thank you and I want to thank everybody here tonight.,S; THK,,,,S; THK,,,,S; THK,,,
28,DOLE,"I want to give a special thanks to my wife Elizabeth, my daughter Robin for their love and support, and thank the people who are listening and watching all over America.",S; THK,,APAT,,S; THK,,APAT,,S; THK,,APAT,
29,DOLE,"In 20 days, you will help decide who will lead this country into the next century.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
30,DOLE,It’s an awesome responsibility.,S,,,,S,,,,S,,,
31,DOLE,"And you must ask yourself, do you know enough about the candidates?",,,,,,,,,,,,
32,DOLE,You should know as much as possible about each of us.,S,,,,S,,,,S,,,
33,DOLE,Sometimes the views have been distorted.,S,,,,S,,,,S,,,
34,DOLE,There’s been millions and millions of dollars of negative advertising spent distorting my views.,S,,,,S,,,,S,,,
35,DOLE,But I hope tonight you will get a better feel of who Bob Dole is and what he’s all about.,S,,,,S,,,,S,,,
36,DOLE,And I think first you should — I should understand that the question on your mind is do I understand your problem.,S,,IP,,S,,IP,,S,,IP,
37,DOLE,"Would I understand it if it occurred to me, and I might just say I’m from a large family.",S,,,,S,,,,S,,,
38,DOLE,"I got lots of relatives and they’re good, average, middle-class, hardworking Americans.",S,,,,S,,,,S,,,
39,DOLE,They live all across the country.,S,,,,S,,,,S,,,
40,DOLE,They’re not all Republicans.,S,,,,S,,,,S,,,
41,DOLE,Maybe all but one.,S,,,,S,,,,S,,,
42,DOLE,"But in any event, I understand the problems.",S,,,,S,,,,S,,,
43,DOLE,"Whether it’s two parents working because one has to pay the taxes and one has to provide for the family, whether it’s a single parent who just barely pays the pressing bills or whether you’re worried about an education for your children going to the best schools, or whether you’re worried about safe playgrounds, drug-free schools, crime-free schools.",S; EXPL,,AE,,S; EXPL,,AE,,S; EXPL,,AE,
44,DOLE,This is what this election is all about.,S,,,,S,,,,S,,,
45,DOLE,And hopefully tonight when we conclude this debate you will have a better understanding and the viewing and listening audience will have a better understanding.,S,,,,S,,,,S,,,
46,DOLE,Thank you.,IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
47,LEHRER,Mr.,S,,,,S,,,,S,,,
48,LEHRER,"President, two minutes, opening statement.",S,,,,S,,,,S,,,
49,CLINTON,"I was going to applaud, too.",S,,,,S,,,,S,,,
50,CLINTON,"Well, thank you, Jim.",IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
51,CLINTON,And thanks to the people of San Diego for giving us this opportunity to have another discussion about the decision we all face in front of people who will make the decision.,S; THK,,,,S; THK,,,,S; THK,,,
52,CLINTON,"Again, I will say I will do my best to make this a discussion of ideas and issues, not insults.",S,,,,S,,,,S,,,
53,CLINTON,"What really matters is what happens to your future and what happens to our country as we stand on the brink of a new century, a time of extraordinary possibility.",S,,,,S,,,,S,,,
54,CLINTON,"I have a simple philosophy that I tried to follow for the last four years: Do what creates opportunity for all, what reinforces responsibility from all of us, and what will help us build a community where everybody’s got a role to play and a place at the table.",S,,UF,,S,,UF,,S,,UF,
55,CLINTON,"Compared to four years ago, we’re clearly better off.",S,,,,S,,,,S,,,
56,CLINTON,"We’ve got ten and a half million more jobs, the deficit’s been reduced by 60 percent.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
57,CLINTON,"Incomes are rising for the first time in a decade, the crime rates, the welfare rolls are falling, we’re putting , 100,000 more police on the street.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
58,CLINTON,"60,000 felons, fugitives and stalkers have been denied handguns.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
59,CLINTON,But that progress is only the beginning.,S,,,,S,,,,S,,,
60,CLINTON,What we really should focus on tonight is what we still have to do to help the American people make the most of this future that’s out there.,S,,AP; APAT,,S,,AP; APAT,,S,,AP; APAT,
61,CLINTON,I think what really matters is what we can do to build strong families.,S,,AE; IP,,S,,AE; IP,,S,,AE; IP,
62,CLINTON,Strong families need a strong economy.,S,,AE,,S,,AE,,S,,AE,
63,CLINTON,To me that means we have to go on and balance this budget while we protect Medicare and Medicaid and education and the environment.,S,,,,S,,,,S,,,
64,CLINTON,"We should give a tax cut, targeted to child rearing and education, to buying a first home and paying for health care.",S,,,,S,,,,S,,,
65,CLINTON,We ought to help protect our kids from drugs and guns and gangs and tobacco.,S,,AE,,S,,AE,,S,,AE,
66,CLINTON,We ought to help move a million people from welfare to work and we ought to create the finest education system in the world where every 18-year-old can go on to college and all of our younger children have great educational opportunities.,S; S-Inform,,AE,,S; S-Inform,,AE,,S; S-Inform,,AE,
67,CLINTON,"If we do those things, we can build that bridge to the 21st century.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
68,CLINTON,That’s what I hope to get to talk about tonight.,S,,,,S,,,,S,,,
69,CLINTON,Thank you.,IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
70,LEHRER,Let’s go now to the first question from this section.,S,,,,S,,,,S,,,
71,LEHRER,For Senator Dole.,S,,,,S,,,,S,,,
72,LEHRER,"Yes, ma’am.",S; ANS,,,,S; ANS,,,,S; ANS,,,
73,LEHRER,Yes.,S; ANS,,,,S; ANS,,,,S; ANS,,,
74,LEHRER,MS.,S,,,,S,,,,S,,,
75,LEHRER,"McAFEE: Hello, Senator Dole.",S; GR,,,,S; GR,,,,S; GR,,,
76,DOLE,Hi.,S,,,,S,,,,S,,,
77,DOLE,MS.,S,,,,S,,,,S,,,
78,DOLE,McAFEE: My name is Shannon McAfee.,S,,,,S,,,,S,,,
79,DOLE,"I’m a beginning educator in this country, and I really think it’s important what children have to say.",S,,AE,,S,,AE,,S,,AE,
80,DOLE,They’re still very idealistic.,S,,,,S,,,,S,,,
81,DOLE,And they — everything they say comes from the heart.,S,,,,S,,,,S,,,
82,DOLE,"I have a quote for you from “If I Were President,” compiled by Peggy Gavin.",S,,,,S,,,,S,,,
83,DOLE,"A sixth grader says, “If I were president, I would think about Abraham Lincoln and George Washington and what they did to make our country great.",S,,,,S,,,,S,,,
84,DOLE,We should unite the white and black people and people of all cultures.,S,,RB,,S,,RB,,S,,RB,
85,DOLE,Democrats and Republicans should unite also.,S,,,,S,,,,S,,,
86,DOLE,We should all come together and think of the best ways to solve the economic problems of our country.,S,,,,S,,,,S,,,
87,DOLE,“I believe that when we are able to come together and stop fighting amongst ourselves we will get along a lot better.,S,,IP,,S,,IP,,S,,IP,
88,DOLE,” These are the ideals and morals that we are teach — we are trying to teach our children in these days.,S,,AE,,S,,AE,,S,,AE,
89,DOLE,"Yet we don’t seem to be practicing them in our government, in anything.",S,,,,S,,,,S,,,
90,DOLE,"If you are president, how will you begin to practice what we are preaching to our children, the future of our nation?",,,AE,,,,AE,,,,AE,
91,DOLE,"Well, I would say first of all, I think, it’s a very good question.",S,,IP,,S,,IP,,S,,IP,
