unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,GIBSON,Good evening from the Field House at Washington University in St.,S; GR,,,,S; GR,,,,S; GR,,,
2,GIBSON,Louis.,S,,,,S,,,,S,,,
3,GIBSON,I’m Charles Gibson of ABC News and “Good Morning America.,S; GR,,APAT,,S; GR,,APAT,,S; GR,,APAT,
4,GIBSON,” I welcome you to the second of the 2004 presidential debates between President George W.,S; GR; HS; S-Inform,,,,S; GR; HS; S-Inform,,,,S; GR; HS; S-Inform,,,
5,GIBSON,"Bush, the Republican nominee, and Senator John Kerry, the Democratic nominee.",S,,,,S,,,,S,,,
6,GIBSON,The debates are sponsored by the Commission on Presidential Debates.,S,,,,S,,,,S,,,
7,GIBSON,Tonight’s format is going to be a bit different.,S,,,,S,,,,S,,,
8,GIBSON,We have assembled a town-hall meeting.,S,,,,S,,,,S,,,
9,GIBSON,"We’re in the Show-Me State, as everyone knows Missouri to be, so Missouri residents will ask the questions.",S,,,,S,,,,S,,,
10,GIBSON,These 140 citizens were identified by the Gallup Organization as not yet committed in this election.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
11,GIBSON,"Now, earlier today, each audience member gave me two questions on cards like this, one they’d like to ask the president, the other they’d like to ask the senator.",S,,,,S,,,,S,,,
12,GIBSON,I have selected the questions to be asked and the order.,S,,,,S,,,,S,,,
13,GIBSON,"No one has seen the final list of questions but me, certainly not the candidates.",S; REJ; ANS,,,,S; REJ; ANS,,,,S; REJ; ANS,,,
14,GIBSON,No audience member knows if he or she will be called upon.,S; REJ; ANS,,,,S; REJ; ANS,,,,S; REJ; ANS,,,
15,GIBSON,Audience microphones will be turned off after a question is asked.,S,,,,S,,,,S,,,
16,GIBSON,Audience members will address their question to a specific candidate.,S,,,,S,,,,S,,,
17,GIBSON,He’ll have two minutes to answer.,S,,,,S,,,,S,,,
18,GIBSON,The other candidate will have a minute and a half for rebuttal.,S,,,,S,,,,S,,,
19,GIBSON,"And I have the option of extending discussion for one minute, to be divided equally between the two men.",S,,,,S,,,,S,,,
