unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,MODERATOR,Kristen Welker,S,,,,S,,,,S,,,
2,WELKER,"Good evening from Belmont University in Nashville, Tennessee.",S; GR,,,,S; GR,,,,S; GR,,,
3,WELKER,I’m Kristen Welker of NBC News and I welcome you to the final 2020 presidential debate between President Donald J.,S; GR; HS; S-Inform,,,,S; GR; HS; S-Inform,,,,S; GR; HS; S-Inform,,,
4,WELKER,Trump and former Vice President Joe Biden.,IAFA,,,,IAFA,,,,IAFA,,,
5,WELKER,Tonight’s debate is sponsored by The Commission on Presidential Debates.,S,,,,S,,,,S,,,
6,WELKER,It is conducted under health and safety protocols designed by the commission’s health security advisor.,S,,,,S,,,,S,,,
7,WELKER,The audience here in the hall has promised to remain silent.,S,,,,S,,,,S,,,
8,WELKER,"No cheers, boos or other interruptions except right now, as we welcome to the stage former Vice President Joe Biden and President Donald J.",S; REJ; GR; ANS,,,,S; REJ; GR; ANS,,,,S; REJ; GR; ANS,,,
9,WELKER,Trump.,S,,,,S,,,,S,,,
10,WELKER,And I do want to say a very good evening to both of you.,S; GR,,,,S; GR,,,,S; GR,,,
11,WELKER,This debate will cover six major topics.,S,,,,S,,,,S,,,
12,WELKER,"At the beginning of each section, each candidate will have two minutes, uninterrupted, to answer my first question.",S,,,,S,,,,S,,,
13,WELKER,"The debate commission will then turn on their microphone only when it is their turn to answer, and the commission will turn it off exactly when the two minutes have expired.",S; AGR,,,,S; AGR,,,,S; AGR,,,
14,WELKER,"After that, both microphones will remain on, but on behalf of the voters, I’m going to ask you to please speak one at a time.",S,,,,S,,,,S,,,
