unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,SHAW,"On behalf of the Commission on Presidential Debates, I am pleased to welcome you to the second presidential debate.",S; GR,,,,S; GR,,,,S; GR,,,
2,SHAW,"I am Bernard Shaw of CNN, Cable News Network.",S,,,,S,,,,S,,,
3,SHAW,My colleagues on the panel are Ann Compton of ABC NEWS; Margaret Warner of Newsweek magazine; and Andrea Mitchell of NBC NEWS.,S,,,,S,,,,S,,,
4,SHAW,"The candidates are Vice President George Bush, the Republican nominee; and Governor Michael Dukakis, the Democratic nominee.",S,,,,S,,,,S,,,
5,SHAW,For the next 90 minutes we will be questioning the candidates following a format designed and agreed to by representatives of the two campaigns.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
6,SHAW,"However, there are no restrictions on the questions that my colleagues and I can ask this evening, and the candidates have no prior knowledge of our questions.",S,,,,S,,,,S,,,
7,SHAW,"By agreement between the candidates, the first question goes to Gov.",S,,,,S,,,,S,,,
8,SHAW,Dukakis.,S,,,,S,,,,S,,,
9,SHAW,You have two minutes to respond.,S,,,,S,,,,S,,,
10,SHAW,"Governor, if Kitty Dukakis were raped and murdered, would you favor an irrevocable death penalty for the killer?",,,,,,,,,,,,
11,DUKAKIS,"No, I don’t, Bernard.",S; REJ; ANS,,,,S; REJ; ANS,,,,S; REJ; ANS,,,
12,DUKAKIS,And I think you know that I’ve opposed the death penalty during all of my life.,S,,IP,,S,,IP,,S,,IP,
13,DUKAKIS,"I don’t see any evidence that it’s a deterrent, and I think there are better and more effective ways to deal with violent crime.",S,,IP,,S,,IP,,S,,IP,
14,DUKAKIS,We’ve done so in my own state.,S,,,,S,,,,S,,,
15,DUKAKIS,And it’s one of the reasons why we have had the biggest drop in crime of any industrial state in America; why we have the lowest murder rate of any industrial state in America.,S,,APAT,,S,,APAT,,S,,APAT,
16,DUKAKIS,But we have work to do in this nation.,S,,,,S,,,,S,,,
17,DUKAKIS,"We have work to do to fight a real war, not a phony war, against drugs.",S,,,,S,,,,S,,,
18,DUKAKIS,"And that’s something I want to lead, something we haven’t had over the course of the past many years, even though the Vice President has been at least allegedly in charge of that war.",S,,,,S,,,,S,,,
19,DUKAKIS,"We have much to do to step up that war, to double the number of drug enforcement agents, to fight both here and abroad, to work with our neighbors in this hemisphere.",S,,,,S,,,,S,,,
20,DUKAKIS,And I want to call a hemispheric summit just as soon after the 20th of January as possible to fight that war.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
21,DUKAKIS,But we also have to deal with drug education prevention here at home.,S,,,,S,,,,S,,,
22,DUKAKIS,And that’s one of the things that I hope I can lead personally as the President of the United States.,S,,UF,,S,,UF,,S,,UF,
23,DUKAKIS,We’ve had great success in my own state.,S,,,,S,,,,S,,,
24,DUKAKIS,And we’ve reached out to young people and their families and been able to help them by beginning drug education and prevention in the early elementary grades.,S,,AE,,S,,AE,,S,,AE,
25,DUKAKIS,"So we can fight this war, and we can win this war.",S,,,,S,,,,S,,,
26,DUKAKIS,"And we can do so in a way that marshals our forces, that provides real support for state and local law enforcement officers who have not been getting that support, and do it in a way which will bring down violence in this nation, will help our youngsters to stay away from drugs, will stop this avalanche of drugs that’s pouring into the country, and will make it possible for our kids and our families to grow up in safe and secure and decent neighborhoods.",S,,AE,,S,,AE,,S,,AE,
27,SHAW,Mr.,S,,,,S,,,,S,,,
28,SHAW,"Vice President, your one-minute rebuttal.",S,,,,S,,,,S,,,
29,BUSH,"Well, a lot of what this campaign is about, it seems to me Bernie, goes to the question of values.",S,,,,S,,,,S,,,
30,BUSH,"And here I do have, on this particular question, a big difference with my opponent.",S,,,,S,,,,S,,,
31,BUSH,"You see, I do believe that some crimes are so heinous, so brutal, so outrageous, and I’d say particularly those that result in the death of a police officer, for those real brutal crimes, I do believe in the death penalty, and I think it is a deterrent, and I believe we need it.",S,,IP,,S,,IP,,S,,IP,
32,BUSH,And I’m glad that the Congress moved on this drug bill and have finally called for that related to these narcotics drug kingpins.,S,,,,S,,,,S,,,
33,BUSH,And so we just have an honest difference of opinion: I support it and he doesn’t.,S,,,,S,,,,S,,,
34,SHAW,"Now to you, Vice President Bush.",S,,,,S,,,,S,,,
35,SHAW,I quote to you this from Article III of the 20th amendment to the Constitution.,S; S-Inform,,APAT,,S; S-Inform,,APAT,,S; S-Inform,,APAT,
36,SHAW,"Quote: “If at the time fixed for the beginning of the term of the President the President-elect shall have died, the Vice President elect shall become president,” meaning, if you are elected and die before inauguration day",S,,,,S,,,,S,,,
37,BUSH,Bernie.,S,,,,S,,,,S,,,
38,SHAW,"automatically automatically, Dan Quayle would become the 41st President of the United States.",S; S-Inform,,UF,,S; S-Inform,,UF,,S; S-Inform,,UF,
39,SHAW,What have you to say about that possibility?,Q-W,,,,Q-W,,,,Q-W,,,
40,BUSH,I’d have confidence in him.,S,,,,S,,,,S,,,
41,BUSH,And I made a good selection.,S,,IT,,S,,IT,,S,,IT,
42,BUSH,"And I’ve never seen such a pounding, an unfair pounding, on a young Senator in my entire life.",S,,,,S,,,,S,,,
43,BUSH,And I’ve never seen a presidential campaign where the presidential nominee runs against my vice presidential nominee; never seen one before.,S,,,,S,,,,S,,,
44,BUSH,"But you know, Lloyd Bentsen jumped on Dan Quayle, when Dan Quayle said, he’s had roughly the same amount of experience.",S,,,,S,,,,S,,,
45,BUSH,He had two terms in the Congress.,S,,,,S,,,,S,,,
46,BUSH,"He had two terms in the Senate, serving his second term.",S,,,,S,,,,S,,,
47,BUSH,"He founded authored, the job training partnership act.",S,,,,S,,,,S,,,
48,BUSH,It says to American working men and women that are thrown out of work for no fault of their own that they’re going to have jobs.,S,,APAT,,S,,APAT,,S,,APAT,
49,BUSH,"We’re moving into a new competitive age, and we need that kind of thing.",S,,,,S,,,,S,,,
50,BUSH,"He, unlike my opponent, is an expert in national defense; helped amend the INF treaty so we got a good, sound treaty, when these people over here were talking about a freeze.",S,,,,S,,,,S,,,
51,BUSH,"If we’d listened to them, we would never have had a treaty.",S,,,,S,,,,S,,,
52,BUSH,And so I have great confidence in him.,S,,,,S,,,,S,,,
53,BUSH,And it’s turning around.,S,,,,S,,,,S,,,
54,BUSH,"You know, the American people are fair.",S,,AP; APAT,,S,,AP; APAT,,S,,AP; APAT,
55,BUSH,They don’t like it when there’s an unfair pounding and kind of hooting about people.,S,,,,S,,,,S,,,
56,BUSH,They want to judge it on the record itself.,S,,,,S,,,,S,,,
57,BUSH,And so I’m proud of my choice.,S,,,,S,,,,S,,,
58,BUSH,"And you know, I don’t think age is the only criterion.",S,,,,S,,,,S,,,
59,BUSH,"But I’ll tell you something, I’m proud that people who are 30 years old and 40 years old now have someone in their generation that is going to be vice president of the United States of America.",S; EXPL; S-Inform,,APAT; UF,,S; EXPL; S-Inform,,APAT; UF,,S; EXPL; S-Inform,,APAT; UF,
60,BUSH,I made a good selection.,S,,IT,,S,,IT,,S,,IT,
61,BUSH,"The American people are seeing it, and I’m proud of it; that’s what I’d say.",S,,AP; APAT,,S,,AP; APAT,,S,,AP; APAT,
62,BUSH,And he could do the job.,S,,,,S,,,,S,,,
63,SHAW,Gov.,S,,,,S,,,,S,,,
64,SHAW,"Dukakis, your one-minute rebuttal.",S,,,,S,,,,S,,,
65,DUKAKIS,"Bernard, this was the first presidential decision that we as nominees were called upon to make.",S,,,,S,,,,S,,,
66,DUKAKIS,And that’s why people are so concerned.,S,,,,S,,,,S,,,
67,DUKAKIS,Because it was an opportunity for us to demonstrate what we were looking for in a running mate.,S; EXPL,,,,S; EXPL,,,,S; EXPL,,,
68,DUKAKIS,"More than that, it was the first national security decision that we had to make.",S,,,,S,,,,S,,,
69,DUKAKIS,The Vice President talks about national security.,S,,,,S,,,,S,,,
70,DUKAKIS,"Three times since World War II, the Vice President has had to suddenly become the President and commander in chief.",S; HS,,,,S; HS,,,,S; HS,,,
71,DUKAKIS,"I picked Lloyd Bentsen, because I thought he was the best qualified person for the job.",S; EXPL,,,,S; EXPL,,,,S; EXPL,,,
72,DUKAKIS,GOY.,S,,,,S,,,,S,,,
73,DUKAKIS,Mr.,S,,,,S,,,,S,,,
