unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,LEHRER,"Good evening from the Magness Arena at the University of Denver in Denver, Colorado.",S; GR,,,,S; GR,,,,S; GR,,,
2,LEHRER,"I’m Jim Lehrer of the “PBS NewsHour,” and I welcome you to the first of the 2012 presidential debates between President Barack Obama, the Democratic nominee, and former Massachusetts Governor Mitt Romney, the Republican nominee.",S; GR; HS; S-Inform,,,,S; GR; HS; S-Inform,,,,S; GR; HS; S-Inform,,,
3,LEHRER,"This debate and the next three — two presidential, one vice presidential — are sponsored by the Commission on Presidential Debates.",S,,,,S,,,,S,,,
4,LEHRER,Tonight’s 90 minutes will be about domestic issues and will follow a format designed by the commission.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
5,LEHRER,"There will be six roughly 15-minute segments with two-minute answers for the first question, then open discussion for the remainder of each segment.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
6,LEHRER,"Thousands of people offered suggestions on segment subjects or questions via the Internet and other means, but I made the final selections.",S,,IT,,S,,IT,,S,,IT,
7,LEHRER,"And for the record, they were not submitted for approval to the commission or the candidates.",S,,,,S,,,,S,,,
8,LEHRER,"The segments as I announced in advance will be three on the economy and one each on health care, the role of government and governing, with an emphasis throughout on differences, specifics and choices.",S,,,,S,,,,S,,,
9,LEHRER,Both candidates will also have two-minute closing statements.,S,,,,S,,,,S,,,
10,LEHRER,"The audience here in the hall has promised to remain silent — no cheers, applause, boos, hisses, among other noisy distracting things, so we may all concentrate on what the candidates have to say.",S,,,,S,,,,S,,,
11,LEHRER,"There is a noise exception right now, though, as we welcome President Obama and Governor Romney.",S; GR,,,,S; GR,,,,S; GR,,,
12,LEHRER,"Gentlemen, welcome to you both.",S; GR,,,,S; GR,,,,S; GR,,,
13,LEHRER,"Let’s start the economy, segment one, and let’s begin with jobs.",S,,,,S,,,,S,,,
14,LEHRER,What are the major differences between the two of you about how you would go about creating new jobs?,Q-W,,,,Q-W,,,,Q-W,,,
15,LEHRER,You have two minutes.,S,,,,S,,,,S,,,
16,LEHRER,Each of you have two minutes to start.,S,,,,S,,,,S,,,
17,LEHRER,"A coin toss has determined, Mr.",S,,,,S,,,,S,,,
18,LEHRER,"President, you go first.",S,,,,S,,,,S,,,
19,OBAMA,"Well, thank you very much, Jim, for this opportunity.",IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
20,OBAMA,I want to thank Governor Romney and the University of Denver for your hospitality.,S,,,,S,,,,S,,,
21,OBAMA,"There are a lot of points I want to make tonight, but the most important one is that 20 years ago I became the luckiest man on Earth because Michelle Obama agreed to marry me.",S; EXPL; S-Inform,,,,S; EXPL; S-Inform,,,,S; EXPL; S-Inform,,,
22,OBAMA,"And so I just want to wish, Sweetie, you happy anniversary and let you know that a year from now we will not be celebrating it in front of 40 million people.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
23,OBAMA,"You know, four years ago we went through the worst financial crisis since the Great Depression.",S,,AF,,S,,AF,,S,,AF,
24,OBAMA,"Millions of jobs were lost, the auto industry was on the brink of collapse.",S,,AF,,S,,AF,,S,,AF,
