unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,MODERATOR,Chris Wallace,S,,,,S,,,,S,,,
2,WALLACE,"Good evening from the Thomas and Mack Center at the University of Nevada, Las Vegas.",S; GR,,,,S; GR,,,,S; GR,,,
3,WALLACE,"I’m Chris Wallace of Fox News, and I welcome you to the third and final of the 2016 presidential debates between Secretary of State Hillary Clinton and Donald J.",S; GR; HS; S-Inform,,,,S; GR; HS; S-Inform,,,,S; GR; HS; S-Inform,,,
4,WALLACE,Trump.,S,,,,S,,,,S,,,
5,WALLACE,This debate is sponsored by the Commission on Presidential Debates.,S,,,,S,,,,S,,,
6,WALLACE,"The commission has designed the format: Six roughly 15-minute segments with two-minute answers to the first question, then open discussion for the rest of each segment.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
7,WALLACE,Both campaigns have agreed to those rules.,S,,,,S,,,,S,,,
8,WALLACE,"For the record, I decided the topics and the questions in each topic.",S,,,,S,,,,S,,,
9,WALLACE,None of those questions has been shared with the commission or the two candidates.,S,,,,S,,,,S,,,
10,WALLACE,The audience here in the hall has promised to remain silent.,S,,,,S,,,,S,,,
11,WALLACE,"No cheers, boos, or other interruptions so we and you can focus on what the candidates have to say.",S; REJ; ANS,,,,S; REJ; ANS,,,,S; REJ; ANS,,,
12,WALLACE,"No noise, except right now, as we welcome the Democratic nominee for president, Secretary Clinton, and the Republican nominee for president, Mr.",S; REJ; GR; ANS,,,,S; REJ; GR; ANS,,,,S; REJ; GR; ANS,,,
13,WALLACE,Trump.,S,,,,S,,,,S,,,
14,WALLACE,"Secretary Clinton, Mr.",S,,,,S,,,,S,,,
15,WALLACE,"Trump, welcome.",S; GR,,,,S; GR,,,,S; GR,,,
16,WALLACE,Let’s get right to it.,S,,,,S,,,,S,,,
17,WALLACE,The first topic is the Supreme Court.,S,,,,S,,,,S,,,
18,WALLACE,"You both talked briefly about the court in the last debate, but I want to drill down on this, because the next president will almost certainly have at least one appointment and likely or possibly two or three appointments.",S; EXPL,,,,S; EXPL,,,,S; EXPL,,,
19,WALLACE,"Which means that you will, in effect, determine the balance of the court for what could be the next quarter century.",S,,,,S,,,,S,,,
20,WALLACE,"First of all, where do you want to see the court take the country?",,,,,,,,,,,,
21,WALLACE,"And secondly, what’s your view on how the Constitution should be interpreted?",,,APAT,,,,APAT,,,,APAT,
22,WALLACE,Do the founders’ words mean what they say or is it a living document to be applied flexibly according to changing circumstances?,YNQ,,,,YNQ,,,,YNQ,,,
23,WALLACE,"In this segment, Secretary Clinton, you go first.",S,,,,S,,,,S,,,
24,WALLACE,You have two minutes.,S,,,,S,,,,S,,,
25,CLINTON,"Thank you very much, Chris.",IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
26,CLINTON,And thanks to UNLV for hosting us.,S; THK,,,,S; THK,,,,S; THK,,,
27,CLINTON,"You know, I think when we talk about the Supreme Court, it really raises the central issue in this election, namely, what kind of country are we going to be?",,,IP,,,,IP,,,,IP,
28,CLINTON,What kind of opportunities will we provide for our citizens?,Q-W,,,,Q-W,,,,Q-W,,,
29,CLINTON,What kind of rights will Americans have?,Q-W,,,,Q-W,,,,Q-W,,,
30,CLINTON,"And I feel strongly that the Supreme Court needs to stand on the side of the American people, not on the side of the powerful corporations and the wealthy.",S,,AP; APAT; IP,,S,,AP; APAT; IP,,S,,AP; APAT; IP,
31,CLINTON,"For me, that means that we need a Supreme Court that will stand up on behalf of women’s rights, on behalf of the rights of the LGBT community, that will stand up and say no to Citizens United, a decision that has undermined the election system in our country because of the way it permits dark, unaccountable money to come into our electoral system.",S; EXPL,,UF,,S; EXPL,,UF,,S; EXPL,,UF,
32,CLINTON,I have major disagreements with my opponent about these issues and others that will be before the Supreme Court.,S,,,,S,,,,S,,,
33,CLINTON,"But I feel that at this point in our country’s history, it is important that we not reverse marriage equality, that we not reverse Roe v.",S,,IP,,S,,IP,,S,,IP,
34,CLINTON,"Wade, that we stand up against Citizens United, we stand up for the rights of people in the workplace, that we stand up and basically say: The Supreme Court should represent all of us.",S,,UF,,S,,UF,,S,,UF,
35,CLINTON,"That’s how I see the court, and the kind of people that I would be looking to nominate to the court would be in the great tradition of standing up to the powerful, standing up on behalf of our rights as Americans.",S,,,,S,,,,S,,,
36,CLINTON,And I look forward to having that opportunity.,S,,,,S,,,,S,,,
37,CLINTON,I would hope that the Senate would do its job and confirm the nominee that President Obama has sent to them.,S,,,,S,,,,S,,,
38,CLINTON,That’s the way the Constitution fundamentally should operate.,S,,APAT,,S,,APAT,,S,,APAT,
39,CLINTON,"The president nominates, and then the Senate advises and consents, or not, but they go forward with the process.",S,,,,S,,,,S,,,
40,WALLACE,"Secretary Clinton, thank you.",IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
41,WALLACE,Mr.,S,,,,S,,,,S,,,
42,WALLACE,"Trump, same question.",S,,,,S,,,,S,,,
43,WALLACE,Where do you want to see the court take the country?,Q-W,,,,Q-W,,,,Q-W,,,
44,WALLACE,And how do you believe the Constitution should be interpreted?,,,APAT,,,,APAT,,,,APAT,
45,TRUMP,"Well, first of all, it’s great to be with you, and thank you, everybody.",S; THK,,,,S; THK,,,,S; THK,,,
46,TRUMP,The Supreme Court: It’s what it’s all about.,S,,,,S,,,,S,,,
47,TRUMP,"Our country is so, so—it’s just so imperative that we have the right justices.",S,,PB,,S,,PB,,S,,PB,
48,TRUMP,"Something happened recently where Justice Ginsburg made some very, very inappropriate statements toward me and toward a tremendous number of people, many, many millions of people that I represent.",S,,,,S,,,,S,,,
49,TRUMP,And she was forced to apologize.,S,,,,S,,,,S,,,
50,TRUMP,And apologize she did.,S,,,,S,,,,S,,,
51,TRUMP,"But these were statements that should never, ever have been made.",S,,,,S,,,,S,,,
52,TRUMP,"We need a Supreme Court that in my opinion is going to uphold the Second Amendment, and all amendments, but the Second Amendment, which is under absolute siege.",S,,IP,,S,,IP,,S,,IP,
53,TRUMP,"I believe if my opponent should win this race, which I truly don’t think will happen, we will have a Second Amendment which will be a very, very small replica of what it is right now.",S,,IP; RB,,S,,IP; RB,,S,,IP; RB,
54,TRUMP,"But I feel that it’s absolutely important that we uphold, because of the fact that it is under such trauma.",S; AGR; EXPL,,IP,,S; AGR; EXPL,,IP,,S; AGR; EXPL,,IP,
55,TRUMP,I feel that the justices that I am going to appoint—and I’ve named 20 of them—the justices that I’m going to appoint will be pro-life.,S; S-Inform,,IP,,S; S-Inform,,IP,,S; S-Inform,,IP,
56,TRUMP,They will have a conservative bent.,S,,,,S,,,,S,,,
57,TRUMP,They will be protecting the Second Amendment.,S,,,,S,,,,S,,,
58,TRUMP,"They are great scholars in all cases, and they’re people of tremendous respect.",S,,,,S,,,,S,,,
59,TRUMP,They will interpret the Constitution the way the founders wanted it interpreted.,S,,APAT,,S,,APAT,,S,,APAT,
60,TRUMP,"And I believe that’s very, very important.",S,,IP,,S,,IP,,S,,IP,
61,TRUMP,I don’t think we should have justices appointed that decide what they want to hear.,S,,,,S,,,,S,,,
62,TRUMP,"It’s all about the Constitution of—of—and so important, the Constitution the way it was meant to be.",S,,APAT,,S,,APAT,,S,,APAT,
63,TRUMP,And those are the people that I will appoint.,S,,,,S,,,,S,,,
64,WALLACE,Mr.,S,,,,S,,,,S,,,
65,WALLACE,"Trump, thank you.",IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
66,WALLACE,We now have about 10 minutes for an open discussion.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
67,WALLACE,"I want to focus on two issues that, in fact, by the justices that you name could end up changing the existing law of the land.",S,,,,S,,,,S,,,
68,WALLACE,"First is one that you mentioned, Mr.",S,,,,S,,,,S,,,
69,WALLACE,"Trump, and that is guns.",S; EXPL,,,,S; EXPL,,,,S; EXPL,,,
70,WALLACE,"Secretary Clinton, you said last year, let me quote, “The Supreme Court is wrong on the Second Amendment.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
71,WALLACE,"” And now, in fact, in the 2008 Heller case, the court ruled that there is a constitutional right to bear arms, but a right that is reasonably limited.",S; EXPL; HS; S-Inform,,,,S; EXPL; HS; S-Inform,,,,S; EXPL; HS; S-Inform,,,
72,WALLACE,Those were the words of the Judge Antonin Scalia who wrote the decision.,S,,,,S,,,,S,,,
73,WALLACE,What’s wrong with that?,Q-W,,,,Q-W,,,,Q-W,,,
74,CLINTON,"Well, first of all, I support the Second Amendment.",S,,,,S,,,,S,,,
75,CLINTON,I lived in Arkansas for 18 wonderful years.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
76,CLINTON,I represented upstate New York.,S,,,,S,,,,S,,,
77,CLINTON,I understand and respect the tradition of gun ownership.,S,,,,S,,,,S,,,
78,CLINTON,It goes back to the founding of our country.,S,,,,S,,,,S,,,
79,CLINTON,But I also believe that there can be and must be reasonable regulation.,S,,,,S,,,,S,,,
80,CLINTON,"Because I support the Second Amendment doesn’t mean that I want people who shouldn’t have guns to be able to threaten you, kill you or members of your family.",S; EXPL,,AF,,S; EXPL,,AF,,S; EXPL,,AF,
81,CLINTON,"And so when I think about what we need to do, we have 33,000 people a year who die from guns.",S; S-Inform,,IP,,S; S-Inform,,IP,,S; S-Inform,,IP,
82,CLINTON,"I think we need comprehensive background checks, need to close the online loophole, close the gun show loophole.",S,,IP,,S,,IP,,S,,IP,
83,CLINTON,There’s other matters that I think are sensible that are the kind of reforms that would make a difference that are not in any way conflicting with the Second Amendment.,S,,IP,,S,,IP,,S,,IP,
84,CLINTON,You mentioned the Heller decision.,S,,,,S,,,,S,,,
85,CLINTON,"And what I was saying that you referenced, Chris, was that I disagreed with the way the court applied the Second Amendment in that case, because what the District of Columbia was trying to do was to protect toddlers from guns and so they wanted people with guns to safely store them.",S; EXPL,,,,S; EXPL,,,,S; EXPL,,,
86,CLINTON,"And the court didn’t accept that reasonable regulation, but they’ve accepted many others.",S,,,,S,,,,S,,,
87,CLINTON,So I see no conflict between saving people’s lives and defending the Second Amendment.,S,,,,S,,,,S,,,
88,WALLACE,Let me bring Mr.,S,,,,S,,,,S,,,
89,WALLACE,Trump in here.,IAFA,,,,IAFA,,,,IAFA,,,
90,WALLACE,"The bipartisan Open Debate Coalition got millions of votes on questions to ask here, and this was, in fact, one of the top questions that they got.",S,,,,S,,,,S,,,
91,WALLACE,How will you ensure the Second Amendment is protected?,Q-W,,,,Q-W,,,,Q-W,,,
92,WALLACE,You just heard Secretary Clinton’s answer.,S,,,,S,,,,S,,,
93,WALLACE,"Does she persuade you that, while you may disagree on regulation, that, in fact, she supports a Second Amendment right to bear arms?",YNQ,,,,YNQ,,,,YNQ,,,
