unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,MODERATOR,Good evening from the Field House at Washington University in St.,S; GR,,,,S; GR,,,,S; GR,,,
2,MODERATOR,Louis.,S,,,,S,,,,S,,,
3,MODERATOR,I’m Jim Lehrer of the NewsHour on PBS.,S,,,,S,,,,S,,,
4,MODERATOR,"And I welcome you to this third and final Campaign 2000 debate between the Democratic candidate for president, Vice President Al Gore, and the Republican candidate, Governor George W.",S; GR; HS; S-Inform,,,,S; GR; HS; S-Inform,,,,S; GR; HS; S-Inform,,,
5,MODERATOR,Bush of Texas.,S,,,,S,,,,S,,,
6,MODERATOR,Let’s welcome the candidates now.,S; GR,,,,S; GR,,,,S; GR,,,
7,MODERATOR,"Before proceeding tonight we would like to observe a moment of silence in memory of Governor Mel Carnahan of Missouri, who along with his son and his former chief of staff, died in a private plane crash last night near St.",S,,,,S,,,,S,,,
8,MODERATOR,Louis.,S,,,,S,,,,S,,,
9,MODERATOR,"A reminder, as we continue now, that these debates are sponsored by the Commission on Presidential Debates.",S,,,,S,,,,S,,,
10,MODERATOR,The formats and the rules were worked out by the commission and the two campaigns.,S,,,,S,,,,S,,,
11,MODERATOR,Tonight’s questions will be asked by St.,S,,,,S,,,,S,,,
12,MODERATOR,Louis area voters who were identified as being uncommitted by the Gallup organization.,S,,,,S,,,,S,,,
13,MODERATOR,Earlier today each of them wrote a question on a small card like this.,S,,,,S,,,,S,,,
14,MODERATOR,Those cards were collected and then given to me this afternoon.,S,,,,S,,,,S,,,
15,MODERATOR,"My job, under the rules of the evening, was to decide the order the questions will be asked and to call on the questioners accordingly.",S,,,,S,,,,S,,,
16,MODERATOR,I also have the option of asking follow-ups which — in order to get to more of the panel’s questions.,S,,,,S,,,,S,,,
17,MODERATOR,"For the record, I plan to do sparingly and mostly for clarifications.",S,,,,S,,,,S,,,
