unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,QUESTION,"With the economy on the downturn and retired and older citizens and workers losing their incomes, what’s the fastest, most positive solution to bail these people out of the economic ruin?",,,AF,,,,AF,,,,AF,
2,OBAMA,"Well, Alan , thank you very much for the question.",IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
3,OBAMA,"I want to first, obviously, thank Belmont University, Tom, thank you, and to all of you who are participating tonight and those of you who sent e-mail questions in.",S; THK,,,,S; THK,,,,S; THK,,,
4,OBAMA,I think everybody knows now we are in the worst financial crisis since the Great Depression.,S,,AF; IP,,S,,AF; IP,,S,,AF; IP,
5,OBAMA,"And a lot of you I think are worried about your jobs, your pensions, your retirement accounts, your ability to send your child or your grandchild to college.",S,,IP,,S,,IP,,S,,IP,
6,OBAMA,"And I believe this is a final verdict on the failed economic policies of the last eight years, strongly promoted by President Bush and supported by Senator McCain, that essentially said that we should strip away regulations, consumer protections, let the market run wild, and prosperity would rain down on all of us.",S,,UF; IP,,S,,UF; IP,,S,,UF; IP,
7,OBAMA,It hasn’t worked out that way.,S,,,,S,,,,S,,,
8,OBAMA,And so now we’ve got to take some decisive action.,S,,,,S,,,,S,,,
9,OBAMA,"Now, step one was a rescue package that was passed last week.",S,,,,S,,,,S,,,
10,OBAMA,We’ve got to make sure that works properly.,S,,,,S,,,,S,,,
11,OBAMA,"And that means strong oversight, making sure that investors, taxpayers are getting their money back and treated as investors.",S,,,,S,,,,S,,,
12,OBAMA,It means that we are cracking down on CEOs and making sure that they’re not getting bonuses or golden parachutes as a consequence of this package.,S,,,,S,,,,S,,,
13,OBAMA,"And, in fact, we just found out that AIG, a company that got a bailout, just a week after they got help went on a $400,000 junket.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
14,OBAMA,"And I’ll tell you what, the Treasury should demand that money back and those executives should be fired.",S,,,,S,,,,S,,,
15,OBAMA,But that’s only step one.,S,,,,S,,,,S,,,
16,OBAMA,The middle-class need a rescue package.,S,,,,S,,,,S,,,
17,OBAMA,And that means tax cuts for the middle-class.,S,,,,S,,,,S,,,
18,OBAMA,It means help for homeowners so that they can stay in their homes.,S,,,,S,,,,S,,,
19,OBAMA,It means that we are helping state and local governments set up road projects and bridge projects that keep people in their jobs.,S,,,,S,,,,S,,,
20,OBAMA,"And then long-term we’ve got to fix our health care system, we’ve got to fix our energy system that is putting such an enormous burden on families.",S; EXPL,,AE,,S; EXPL,,AE,,S; EXPL,,AE,
21,OBAMA,You need somebody working for you and you’ve got to have somebody in Washington who is thinking about the middle class and not just those who can afford to hire lobbyists.,S,,,,S,,,,S,,,
22,BROKAW,Senator McCain?,,,,,,,,,,,,
23,MCCAIN,"Well, thank you, Tom.",IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
24,MCCAIN,"Thank you, Belmont University.",IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
25,MCCAIN,"And Senator Obama, it’s good to be with you at a town hall meeting.",S,,,,S,,,,S,,,
26,MCCAIN,"And, Alan , thank you for your question.",IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
27,MCCAIN,You go to the heart of America’s worries tonight.,S,,APAT,,S,,APAT,,S,,APAT,
28,MCCAIN,"Americans are angry, they’re upset, and they’re a little fearful.",S,,,,S,,,,S,,,
29,MCCAIN,It’s our job to fix the problem.,S,,,,S,,,,S,,,
30,MCCAIN,"Now, I have a plan to fix this problem and it has got to do with energy independence.",S,,,,S,,,,S,,,
31,MCCAIN,We’ve got to stop sending $700 billion a year to countries that don’t want us very — like us very much.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
32,MCCAIN,We have to keep Americans’ taxes low.,S,,,,S,,,,S,,,
33,MCCAIN,All Americans’ taxes low.,S,,,,S,,,,S,,,
34,MCCAIN,Let’s not raise taxes on anybody today.,S,,,,S,,,,S,,,
35,MCCAIN,We obviously have to stop this spending spree that’s going on in Washington.,S,,,,S,,,,S,,,
36,MCCAIN,"Do you know that we’ve laid a $10 trillion debt on these young Americans who are here with us tonight, $500 billion of it we owe to China?",YNQ,,,,YNQ,,,,YNQ,,,
37,MCCAIN,We’ve got to have a package of reforms and it has got to lead to reform prosperity and peace in the world.,S,,,,S,,,,S,,,
38,MCCAIN,"And I think that this problem has become so severe, as you know, that we’re going to have to do something about home values.",S,,IP,,S,,IP,,S,,IP,
39,MCCAIN,You know that home values of retirees continues to decline and people are no longer able to afford their mortgage payments.,S,,,,S,,,,S,,,
40,MCCAIN,"As president of the United States, Alan, I would order the secretary of the treasury to immediately buy up the bad home loan mortgages in America and renegotiate at the new value of those homes — at the diminished value of those homes and let people be able to make those — be able to make those payments and stay in their homes.",S,,APAT; UF,,S,,APAT; UF,,S,,APAT; UF,
41,MCCAIN,Is it expensive?,YNQ,,,,YNQ,,,,YNQ,,,
42,MCCAIN,Yes.,S; ANS,,,,S; ANS,,,,S; ANS,,,
43,MCCAIN,"But we all know, my friends, until we stabilize home values in America, we’re never going to start turning around and creating jobs and fixing our economy.",S,,APAT,,S,,APAT,,S,,APAT,
44,MCCAIN,And we’ve got to give some trust and confidence back to America.,S,,APAT,,S,,APAT,,S,,APAT,
45,MCCAIN,"I know how the do that, my friends.",S,,,,S,,,,S,,,
46,MCCAIN,"And it’s my proposal, it’s not Senator Obama’s proposal, it’s not President Bush’s proposal.",S,,,,S,,,,S,,,
47,MCCAIN,"But I know how to get America working again, restore our economy and take care of working Americans.",S,,APAT,,S,,APAT,,S,,APAT,
48,MCCAIN,Thank you.,IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
49,BROKAW,"Senator, we have one minute for a discussion here.",S,,,,S,,,,S,,,
50,BROKAW,Obviously the powers of the treasury secretary have been greatly expanded.,S,,,,S,,,,S,,,
51,BROKAW,The most powerful officer in the cabinet now.,S,,,,S,,,,S,,,
52,BROKAW,Hank Paulson says he won’t stay on.,S,,,,S,,,,S,,,
53,BROKAW,Who do you have in mind to appoint to that very important post?,Q-W,,,,Q-W,,,,Q-W,,,
54,BROKAW,Senator McCain?,,,,,,,,,,,,
55,MCCAIN,"Not you, Tom.",S,,,,S,,,,S,,,
56,BROKAW,"No, with good reason.",S; REJ; ANS,,,,S; REJ; ANS,,,,S; REJ; ANS,,,
57,MCCAIN,"You know, that’s a tough question and there’s a lot of qualified Americans.",S,,,,S,,,,S,,,
58,MCCAIN,"But I think the first criteria, Tom, would have to be somebody who immediately Americans identify with, immediately say, we can trust that individual.",S,,IP,,S,,IP,,S,,IP,
59,MCCAIN,A supporter of Senator Obama’s is Warren Buffett.,S,,,,S,,,,S,,,
60,MCCAIN,"He has already weighed in and helped stabilize some of the difficulties in the markets and with companies and corporations, institutions today.",S,,,,S,,,,S,,,
61,MCCAIN,"I like Meg Whitman, she knows what it’s like to be out there in the marketplace.",S,,,,S,,,,S,,,
62,MCCAIN,She knows how to create jobs.,S,,,,S,,,,S,,,
63,MCCAIN,Meg Whitman was CEO of a company that started with 12 people and is now 1.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
64,MCCAIN,3 million people in America make their living off eBay.,S; S-Inform,,APAT,,S; S-Inform,,APAT,,S; S-Inform,,APAT,
65,MCCAIN,Maybe somebody here has done a little business with them.,S,,,,S,,,,S,,,
66,MCCAIN,But the point is it’s going to have to be somebody who inspires trust and confidence.,S,,,,S,,,,S,,,
67,MCCAIN,"Because the problem in America today to a large extent, Tom, is that we don’t have trust and confidence in our institutions because of the corruption on Wall Street and the greed and excess and the cronyism in Washington, D.",S; EXPL,,APAT,,S; EXPL,,APAT,,S; EXPL,,APAT,
68,BROKAW,All right.,S,,,,S,,,,S,,,
69,BROKAW,"Senator McCain — Senator Obama, who do you have in mind for treasury secretary?",,,,,,,,,,,,
70,OBAMA,"Well, Warren would be a pretty good choice — Warren Buffett, and I’m pleased to have his support.",S,,,,S,,,,S,,,
71,OBAMA,But there are other folks out there.,IAFA,,,,IAFA,,,,IAFA,,,
72,OBAMA,The key is making sure that the next treasury secretary understands that it’s not enough just to help those at the top.,S,,,,S,,,,S,,,
73,OBAMA,Prosperity is not just going to trickle down.,S,,,,S,,,,S,,,
74,OBAMA,We’ve got to help the middle class.,S,,,,S,,,,S,,,
75,OBAMA,"And we’ve — you know, Senator McCain and I have some fundamental disagreements on the economy, starting with Senator McCain’s statement earlier that he thought the fundamentals of the economy were sound.",S,,,,S,,,,S,,,
76,OBAMA,"Part of the problem here is that for many of you, wages and incomes have flat-lined.",S,,,,S,,,,S,,,
77,OBAMA,"For many of you, it is getting harder and harder to save, harder and harder to retire.",S,,,,S,,,,S,,,
78,OBAMA,"And that’s why, for example, on tax policy, what I want to do is provide a middle class tax cut to 95 percent of working Americans, those who are working two jobs, people who are not spending enough time with their kids, because they are struggling to make ends meet.",S; EXPL; S-Inform,,,,S; EXPL; S-Inform,,,,S; EXPL; S-Inform,,,
79,OBAMA,Senator McCain is right that we’ve got to stabilize housing prices.,S,,,,S,,,,S,,,
80,OBAMA,But underlying that is loss of jobs and loss of income.,S; EXPL,,,,S; EXPL,,,,S; EXPL,,,
81,OBAMA,That’s something that the next treasury secretary is going to have to work on.,S,,,,S,,,,S,,,
82,BROKAW,"Senator Obama, thank you very much.",IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
83,BROKAW,"May I remind both of you, if I can, that we’re operating under rules that you signed off on and when we have a discussion, it really is to be confined within about a minute or so.",S; TT,,,,S; TT,,,,S; TT,,,
84,BROKAW,"We’re going to go now, Senator McCain, to the next question from you from the hall here, and it comes from Oliver Clark , who is over here in section F.",S,,,,S,,,,S,,,
85,BROKAW,Oliver?,,,,,,,,,,,,
86,QUESTION,"Well, Senators, through this economic crisis, most of the people that I know have had a difficult time.",S,,AF,,S,,AF,,S,,AF,
87,QUESTION,"And through this bailout package, I was wondering what it is that’s going to actually help those people out.",S,,,,S,,,,S,,,
88,MCCAIN,"Well, thank you, Oliver, and that’s an excellent question, because as you just described it, bailout, when I believe that it’s rescue, because — because of the greed and excess in Washington and Wall Street, Main Street was paying a very heavy price, and we know that.",S; THK; EXPL,,IP,,S; THK; EXPL,,IP,,S; THK; EXPL,,IP,
89,MCCAIN,"I left my campaign and suspended it to go back to Washington to make sure that there were additional protections for the taxpayer in the form of good oversight, in the form of taxpayers being the first to be paid back when our economy recovers — and it will recover — and a number of other measures.",S,,,,S,,,,S,,,
90,MCCAIN,"But you know, one of the real catalysts, really the match that lit this fire was Fannie Mae and Freddie Mac.",S,,,,S,,,,S,,,
91,MCCAIN,"I’ll bet you, you may never even have heard of them before this crisis.",S,,AF,,S,,AF,,S,,AF,
92,MCCAIN,"But you know, they’re the ones that, with the encouragement of Senator Obama and his cronies and his friends in Washington, that went out and made all these risky loans, gave them to people that could never afford to pay back.",S,,,,S,,,,S,,,
93,MCCAIN,"And you know, there were some of us that stood up two years ago and said we’ve got to enact legislation to fix this.",S,,,,S,,,,S,,,
94,MCCAIN,We’ve got to stop this greed and excess.,S,,,,S,,,,S,,,
95,MCCAIN,"Meanwhile, the Democrats in the Senate and some — and some members of Congress defended what Fannie and Freddie were doing.",S,,,,S,,,,S,,,
96,MCCAIN,They resisted any change.,S,,,,S,,,,S,,,
97,MCCAIN,"Meanwhile, they were getting all kinds of money in campaign contributions.",S,,,,S,,,,S,,,
98,MCCAIN,Senator Obama was the second highest recipient of Fannie Mae and Freddie Mac money in history — in history.,S,,,,S,,,,S,,,
99,MCCAIN,"So this rescue package means that we will stabilize markets, we will shore up these institutions.",S,,,,S,,,,S,,,
100,MCCAIN,But it’s not enough.,S,,,,S,,,,S,,,
101,MCCAIN,"That’s why we’re going to have to go out into the housing market and we’re going to have to buy up these bad loans and we’re going to have to stabilize home values, and that way, Americans, like Alan, can realize the American dream and stay in their home.",S,,APAT,,S,,APAT,,S,,APAT,
102,MCCAIN,"But Fannie and Freddie were the catalysts, the match that started this forest fire.",S,,,,S,,,,S,,,
103,MCCAIN,There were some of us — there were some of us that stood up against it.,S,,,,S,,,,S,,,
104,MCCAIN,There were others who took a hike.,S,,,,S,,,,S,,,
105,BROKAW,Senator Obama?,,,,,,,,,,,,
106,OBAMA,"Well, Oliver, first, let me tell you what’s in the rescue package for you.",S,,,,S,,,,S,,,
107,OBAMA,"Right now, the credit markets are frozen up and what that means, as a practical matter, is that small businesses and some large businesses just can’t get loans.",S,,,,S,,,,S,,,
108,OBAMA,"If they can’t get a loan, that means that they can’t make payroll.",S,,,,S,,,,S,,,
109,OBAMA,"If they can’t make payroll, then they may end up having to shut their doors and lay people off.",S,,,,S,,,,S,,,
110,OBAMA,"And if you imagine just one company trying to deal with that, now imagine a million companies all across the country.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
111,OBAMA,"So it could end up having an adverse effect on everybody, and that’s why we had to take action.",S,,,,S,,,,S,,,
112,OBAMA,But we shouldn’t have been there in the first place.,S,,,,S,,,,S,,,
113,OBAMA,"Now, I’ve got to correct a little bit of Senator McCain’s history, not surprisingly.",S; CORR,,,,S; CORR,,,,S; CORR,,,
114,OBAMA,"Let’s, first of all, understand that the biggest problem in this whole process was the deregulation of the financial system.",S,,,,S,,,,S,,,
115,OBAMA,"Senator McCain, as recently as March, bragged about the fact that he is a deregulator.",S,,,,S,,,,S,,,
