unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,MCCAIN,"Well, let — let me say, Bob, thank you.",S; THK; TT,,,,S; THK; TT,,,,S; THK; TT,,,
2,MCCAIN,And thanks to Hofstra.,S; THK,,,,S; THK,,,,S; THK,,,
3,MCCAIN,"And, by the way, our beloved Nancy Reagan is in the hospital tonight, so our thoughts and prayers are going with you.",S,,,,S,,,,S,,,
4,MCCAIN,"It’s good to see you again, Senator Obama.",S,,,,S,,,,S,,,
5,MCCAIN,"Americans are hurting right now, and they’re angry.",S,,,,S,,,,S,,,
6,MCCAIN,"They’re hurting, and they’re angry.",S,,,,S,,,,S,,,
7,MCCAIN,"They’re innocent victims of greed and excess on Wall Street and as well as Washington, D.",S,,,,S,,,,S,,,
8,MCCAIN,"And they’re angry, and they have every reason to be angry.",S,,,,S,,,,S,,,
9,MCCAIN,And they want this country to go in a new direction.,S,,,,S,,,,S,,,
10,MCCAIN,And there are elements of my proposal that you just outlined which I won’t repeat.,S,,,,S,,,,S,,,
11,MCCAIN,"But we also have to have a short-term fix, in my view, and long- term fixes.",S,,IP,,S,,IP,,S,,IP,
12,MCCAIN,Let me just talk to you about one of the short-term fixes.,S,,,,S,,,,S,,,
13,MCCAIN,The catalyst for this housing crisis was the Fannie and Freddie Mae that caused subprime lending situation that now caused the housing market in America to collapse.,S,,AF; APAT,,S,,AF; APAT,,S,,AF; APAT,
14,MCCAIN,"I am convinced that, until we reverse this continued decline in home ownership and put a floor under it, and so that people have not only the hope and belief they can stay in their homes and realize the American dream, but that value will come up.",S,,APAT,,S,,APAT,,S,,APAT,
15,MCCAIN,"Now, we have allocated $750 billion.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
16,MCCAIN,"Let’s take 300 of that billion and go in and buy those home loan mortgages and negotiate with those people in their homes, 11 million homes or more, so that they can afford to pay the mortgage, stay in their home.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
