unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,SCHIEFFER,"Good evening from Arizona State University in Tempe, Arizona.",S; GR,,,,S; GR,,,,S; GR,,,
2,SCHIEFFER,I’m Bob Schieffer of CBS News.,S,,,,S,,,,S,,,
3,SCHIEFFER,I want to welcome you to the third and last of the 2004 debates between President George Bush and Senator John Kerry.,S; GR; HS; S-Inform,,,,S; GR; HS; S-Inform,,,,S; GR; HS; S-Inform,,,
4,SCHIEFFER,"As Jim Lehrer told you before the first one, these debates are sponsored by the Commission on Presidential Debates.",S,,,,S,,,,S,,,
5,SCHIEFFER,"Tonight the topic will be domestic affairs, but the format will be the same as that first debate.",S,,,,S,,,,S,,,
6,SCHIEFFER,"I’ll moderate our discussion under detailed rules agreed to by the candidates, but the questions and the areas to be covered were chosen by me.",S,,,,S,,,,S,,,
7,SCHIEFFER,I have not told the candidates or anyone else what they are.,S,,,,S,,,,S,,,
8,SCHIEFFER,"To refresh your memory on the rules, I will ask a question.",S,,,,S,,,,S,,,
9,SCHIEFFER,The candidate is allowed two minutes to answer.,S,,,,S,,,,S,,,
10,SCHIEFFER,His opponent then has a minute and a half to offer a rebuttal.,S,,,,S,,,,S,,,
11,SCHIEFFER,"At my discretion, I can extend the discussion by offering each candidate an additional 30 seconds.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
12,SCHIEFFER,A green light will come on to signal the candidate has 30 seconds left.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
13,SCHIEFFER,A yellow light signals 15 seconds left.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
14,SCHIEFFER,A red light means five seconds left.,S,,,,S,,,,S,,,
15,SCHIEFFER,"There is also a buzzer, if it is needed.",S,,,,S,,,,S,,,
16,SCHIEFFER,The candidates may not question each other directly.,S,,,,S,,,,S,,,
17,SCHIEFFER,"There are no opening statements, but there will be two-minute closing statements.",IAFA,,,,IAFA,,,,IAFA,,,
18,SCHIEFFER,"There is an audience here tonight, but they have agreed to remain silent, except for right now, when they join me in welcoming President George Bush and Senator John Kerry.",S,,,,S,,,,S,,,
19,SCHIEFFER,"Gentlemen, welcome to you both.",S; GR,,,,S; GR,,,,S; GR,,,
20,SCHIEFFER,"By coin toss, the first question goes to Senator Kerry.",S,,,,S,,,,S,,,
21,SCHIEFFER,"Senator, I want to set the stage for this discussion by asking the question that I think hangs over all of our politics today and is probably on the minds of many people watching this debate tonight.",S,,IP,,S,,IP,,S,,IP,
22,SCHIEFFER,"And that is, will our children and grandchildren ever live in a world as safe and secure as the world in which we grew up?",EXPL,,AE,,EXPL,,AE,,EXPL,,AE,
23,KERRY,"Well, first of all, Bob, thank you for moderating tonight.",IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
24,KERRY,"Thank you, Arizona State, for welcoming us.",IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
25,KERRY,And thank you to the Presidential Commission for undertaking this enormous task.,IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
26,KERRY,We’re proud to be here.,S,,AP,,S,,AP,,S,,AP,
27,KERRY,Mr.,S,,,,S,,,,S,,,
28,KERRY,"President, I’m glad to be here with you again to share similarities and differences with the American people.",S,,AP; APAT,,S,,AP; APAT,,S,,AP; APAT,
29,KERRY,Will we ever be safe and secure again?,YNQ,,,,YNQ,,,,YNQ,,,
30,KERRY,Yes.,S; ANS,,,,S; ANS,,,,S; ANS,,,
31,KERRY,We absolutely must be.,S; AGR,,,,S; AGR,,,,S; AGR,,,
32,KERRY,That’s the goal.,S,,,,S,,,,S,,,
33,KERRY,"Now, how do we achieve it is the most critical component of it.",S,,,,S,,,,S,,,
