unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,MODERATOR,Chris Wallace,S,,,,S,,,,S,,,
2,WALLACE,Good evening from the Health Education Campus of Case Western Reserve University and the Cleveland Clinic.,S; GR,,,,S; GR,,,,S; GR,,,
3,WALLACE,I’m Chris Wallace of Fox News and I welcome you to the first of the 2020 presidential debates between President Donald J.,S; GR; HS; S-Inform,,,,S; GR; HS; S-Inform,,,,S; GR; HS; S-Inform,,,
4,WALLACE,Trump and former Vice President Joe Biden.,IAFA,,,,IAFA,,,,IAFA,,,
5,WALLACE,This debate is sponsored by the Commission on Presidential Debates.,S,,,,S,,,,S,,,
6,WALLACE,"The Commission has designed the format, six roughly 15-minute segments with two-minute answers from each candidate to the first question, then open discussion for the rest of each segment.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
7,WALLACE,Both campaigns have agreed to these rules.,S,,,,S,,,,S,,,
8,WALLACE,"For the record, I decided the topics and the questions in each topic.",S,,,,S,,,,S,,,
9,WALLACE,I can assure you none of the questions has been shared with the Commission or the two candidates.,S,,,,S,,,,S,,,
10,WALLACE,"This debate is being conducted under health and safety protocols designed by the Cleveland Clinic, which is serving as the health security advisor to the Commission for all four debates.",S,,,,S,,,,S,,,
11,WALLACE,"As a precaution, both campaigns have agreed the candidates will not shake hands at the beginning of tonight’s debate.",S,,,,S,,,,S,,,
12,WALLACE,The audience here in the hall has promised to remain silent.,S,,,,S,,,,S,,,
13,WALLACE,"No cheers, no boos, or other interruptions so we, and more importantly you, can focus on what the candidates have to say.",S; REJ; ANS,,,,S; REJ; ANS,,,,S; REJ; ANS,,,
14,WALLACE,"No noise except right now, as we welcome the Republican nominee, President Trump, and the Democratic nominee Vice President Biden.",S; REJ; GR; ANS,,,,S; REJ; GR; ANS,,,,S; REJ; GR; ANS,,,
15,BIDEN,"How you doing, man?",Q-W,,,,Q-W,,,,Q-W,,,
16,TRUMP,How are you doing?,Q-W,,,,Q-W,,,,Q-W,,,
17,BIDEN,I’m well.,S,,,,S,,,,S,,,
18,WALLACE,"Gentlemen, a lot of people have been waiting for this night, so let’s get going.",S,,,,S,,,,S,,,
19,WALLACE,Our first subject is the Supreme Court.,S,,,,S,,,,S,,,
20,WALLACE,"President Trump, you nominated Amy Coney Barrett over the weekend to succeed the late Ruth Bader Ginsburg on the Court.",S,,,,S,,,,S,,,
21,WALLACE,You say the Constitution is clear about your obligation and the Senate’s to consider a nominee to the Court.,S,,APAT,,S,,APAT,,S,,APAT,
22,WALLACE,"Vice President Biden, you say that this is an effort by the President and Republicans to jam through on an appointment in what you call an abuse of power.",S,,,,S,,,,S,,,
23,WALLACE,"My first question to both of you tonight, why are you right in the argument you make and your opponent wrong?",,,,,,,,,,,,
24,WALLACE,And where do you think a Justice Barrett would take the court?,,,,,,,,,,,,
25,WALLACE,"President Trump, in this first segment, you go first.",S,,,,S,,,,S,,,
26,WALLACE,Two minutes.,S,,,,S,,,,S,,,
27,TRUMP,"Thank you very much, Chris.",IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
28,TRUMP,I will tell you very simply.,S,,,,S,,,,S,,,
29,TRUMP,We won the election.,S,,,,S,,,,S,,,
30,TRUMP,Elections have consequences.,S,,,,S,,,,S,,,
31,TRUMP,"We have the Senate, we have the White House, and we have a phenomenal nominee respected by all.",S,,RB,,S,,RB,,S,,RB,
32,TRUMP,"Top, top academic, good in every way.",S,,,,S,,,,S,,,
33,TRUMP,Good in every way.,S,,,,S,,,,S,,,
34,TRUMP,"In fact, some of her biggest endorsers are very liberal people from Notre Dame and other places.",S,,,,S,,,,S,,,
35,TRUMP,So I think she’s going to be fantastic.,S,,IP,,S,,IP,,S,,IP,
36,TRUMP,We have plenty of time.,S,,,,S,,,,S,,,
37,TRUMP,Even if we did it after the election itself.,S,,,,S,,,,S,,,
38,TRUMP,"I have a lot of time after the election, as you know.",S,,,,S,,,,S,,,
39,TRUMP,So I think that she will be outstanding.,S,,IP,,S,,IP,,S,,IP,
40,TRUMP,She’s going to be as good as anybody that has served on that court.,S,,,,S,,,,S,,,
41,TRUMP,We really feel that.,S,,,,S,,,,S,,,
42,TRUMP,"We have a professor at Notre Dame, highly respected by all, said she’s the single greatest student he’s ever had.",S,,,,S,,,,S,,,
43,TRUMP,He’s been a professor for a long time at a great school.,S,,,,S,,,,S,,,
44,TRUMP,"And we won the election and therefore we have the right to choose her, and very few people knowingly would say otherwise.",S,,PB,,S,,PB,,S,,PB,
45,TRUMP,"And by the way, the Democrats, they wouldn’t even think about not doing it.",S,,,,S,,,,S,,,
46,TRUMP,The only difference is they’d try and do it faster.,S,,,,S,,,,S,,,
47,TRUMP,There’s no way they would give it up.,S,,,,S,,,,S,,,
48,TRUMP,"They had Merrick Garland, but the problem is they didn’t have the election so they were stopped.",S,,,,S,,,,S,,,
49,TRUMP,"And probably that would happen in reverse, also.",S,,,,S,,,,S,,,
50,TRUMP,Definitely would happen in reverse.,IAFA,,,,IAFA,,,,IAFA,,,
51,TRUMP,"So we won the election and we have the right to do it, Chris.",S,,PB,,S,,PB,,S,,PB,
52,WALLACE,"President Trump, thank you.",IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
53,WALLACE,"Same question to you, Vice President Biden.",S,,,,S,,,,S,,,
54,WALLACE,You have two minutes.,S,,,,S,,,,S,,,
55,BIDEN,"Well, first of all, thank you for doing this and looking forward to this, Mr.",IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
56,BIDEN,President.,S,,,,S,,,,S,,,
57,TRUMP,"Thank you, Joe.",IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
58,BIDEN,The American people have a right to have a say in who the Supreme Court nominee is and that say occurs when they vote for United States Senators and when they vote for the President of United States.,S,,AP; APAT; UF,,S,,AP; APAT; UF,,S,,AP; APAT; UF,
59,BIDEN,They’re not going to get that chance now because we’re in the middle of an election already.,S; EXPL,,,,S; EXPL,,,,S; EXPL,,,
60,BIDEN,The election has already started.,S,,,,S,,,,S,,,
61,BIDEN,Tens of thousands of people already voted and so the thing that should happen is we should wait.,S,,,,S,,,,S,,,
62,BIDEN,We should wait and see what the outcome of this election is because that’s the only way the American people get to express their view is by who they elect as President and who they elect as Vice President.,S; EXPL,,AP; APAT,,S; EXPL,,AP; APAT,,S; EXPL,,AP; APAT,
63,BIDEN,"Now, what’s at stake here is the President’s made it clear, he wants to get rid of the Affordable Care Act.",S,,,,S,,,,S,,,
64,BIDEN,"He’s been running on that, he ran on that and he’s been governing on that.",S,,,,S,,,,S,,,
65,BIDEN,"He’s in the Supreme Court right now trying to get rid of the Affordable Care Act, which will strip 20 million people from having health insurance now, if it goes into court.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
66,BIDEN,"And the justice, I’m not opposed to the justice, she seems like a very fine person.",S,,,,S,,,,S,,,
67,BIDEN,"But she’s written, before she went in the bench, which is her right, that she thinks that the Affordable Care Act is not Constitutional.",S,,,,S,,,,S,,,
68,BIDEN,"The other thing that’s on the court, and if it’s struck down, what happens?",,,,,,,,,,,,
69,BIDEN,Women’s rights are fundamentally changed.,S,,,,S,,,,S,,,
70,BIDEN,"Once again, a woman could pay more money because she has a pre-existing condition of pregnancy.",S; EXPL,,,,S; EXPL,,,,S; EXPL,,,
71,BIDEN,They’re able to charge women more for the same exact procedure a man gets.,S,,,,S,,,,S,,,
72,BIDEN,"And that ended when we, in fact, passed the Affordable Care Act, and there’s a hundred million people who have pre-existing conditions and they’ll be taken away as well.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
73,BIDEN,"Those pre-existing conditions, insurance companies are going to love this.",S,,,,S,,,,S,,,
74,BIDEN,And so it’s just not appropriate to do this before this election.,S,,,,S,,,,S,,,
75,BIDEN,"If he wins the election and the Senate is Republican, then he goes forward.",S,,,,S,,,,S,,,
76,BIDEN,"If not, we should wait until February.",S,,,,S,,,,S,,,
77,TRUMP,There aren’t a hundred million people with pre-existing conditions.,IAFA,,,,IAFA,,,,IAFA,,,
78,TRUMP,"As far as a say is concerned, the people already had their say.",S,,,,S,,,,S,,,
79,TRUMP,"Okay, Justice Ginsburg said very powerfully, very strongly, at some point 10 years ago or so, she said a President and the Senate is elected for a period of time, but a President is elected for four years.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
