unit_id,speaker,text,Annotator 1 - Phase A (DAMSL),Annotator 1 - Phase A notes,Annotator 1 - Phase B (Beads),Annotator 1 - Phase B notes,Annotator 2 - Phase A (DAMSL),Annotator 2 - Phase A notes,Annotator 2 - Phase B (Beads),Annotator 2 - Phase B notes,Annotator 3 - Phase A (DAMSL),Annotator 3 - Phase A notes,Annotator 3 - Phase B (Beads),Annotator 3 - Phase B notes
1,OBAMA,"Well, thank you very much, Jim, and thanks to the commission and the University of Mississippi, Ole Miss, for hosting us tonight.",IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
2,OBAMA,I can’t think of a more important time for us to talk about the future of the country.,S,,,,S,,,,S,,,
3,OBAMA,"You know, we are at a defining moment in our history.",S,,,,S,,,,S,,,
4,OBAMA,"Our nation is involved in two wars, and we are going through the worst financial crisis since the Great Depression.",S,,AF,,S,,AF,,S,,AF,
5,OBAMA,"And although we’ve heard a lot about Wall Street, those of you on Main Street I think have been struggling for a while, and you recognize that this could have an impact on all sectors of the economy.",S,,IP,,S,,IP,,S,,IP,
6,OBAMA,"And you’re wondering, how’s it going to affect me?",,,,,,,,,,,,
7,OBAMA,How’s it going to affect my job?,Q-W,,,,Q-W,,,,Q-W,,,
8,OBAMA,How’s it going to affect my house?,Q-W,,,,Q-W,,,,Q-W,,,
9,OBAMA,How’s it going to affect my retirement savings or my ability to send my children to college?,Q-W,,AE,,Q-W,,AE,,Q-W,,AE,
10,OBAMA,"So we have to move swiftly, and we have to move wisely.",S,,,,S,,,,S,,,
11,OBAMA,And I’ve put forward a series of proposals that make sure that we protect taxpayers as we engage in this important rescue effort.,S,,,,S,,,,S,,,
12,OBAMA,"Number one, we’ve got to make sure that we’ve got oversight over this whole process; $700 billion, potentially, is a lot of money.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
13,OBAMA,"Number two, we’ve got to make sure that taxpayers, when they are putting their money at risk, have the possibility of getting that money back and gains, if the market — and when the market returns.",S,,,,S,,,,S,,,
14,OBAMA,"Number three, we’ve got to make sure that none of that money is going to pad CEO bank accounts or to promote golden parachutes.",S,,,,S,,,,S,,,
15,OBAMA,"And, number four, we’ve got to make sure that we’re helping homeowners, because the root problem here has to do with the foreclosures that are taking place all across the country.",S; EXPL,,,,S; EXPL,,,,S; EXPL,,,
16,OBAMA,"Now, we also have to recognize that this is a final verdict on eight years of failed economic policies promoted by George Bush, supported by Senator McCain, a theory that basically says that we can shred regulations and consumer protections and give more and more to the most, and somehow prosperity will trickle down.",S,,,,S,,,,S,,,
17,OBAMA,It hasn’t worked.,S,,,,S,,,,S,,,
18,OBAMA,And I think that the fundamentals of the economy have to be measured by whether or not the middle class is getting a fair shake.,S,,IP,,S,,IP,,S,,IP,
19,OBAMA,"That’s why I’m running for president, and that’s what I hope we’re going to be talking about tonight.",S,,,,S,,,,S,,,
20,LEHRER,"Senator McCain, two minutes.",S,,,,S,,,,S,,,
21,MCCAIN,"Well, thank you, Jim.",IAFA; THK,,,,IAFA; THK,,,,IAFA; THK,,,
22,MCCAIN,And thanks to everybody.,S; THK,,,,S; THK,,,,S; THK,,,
23,MCCAIN,And I do have a sad note tonight.,S,,,,S,,,,S,,,
24,MCCAIN,Senator Kennedy is in the hospital.,S,,,,S,,,,S,,,
25,MCCAIN,He’s a dear and beloved friend to all of us.,S,,UF,,S,,UF,,S,,UF,
26,MCCAIN,Our thoughts and prayers go out to the lion of the Senate.,S,,,,S,,,,S,,,
27,MCCAIN,I also want to thank the University of Mississippi for hosting us tonight.,S,,,,S,,,,S,,,
28,MCCAIN,"And, Jim, I — I’ve been not feeling too great about a lot of things lately.",S,,,,S,,,,S,,,
29,MCCAIN,So have a lot of Americans who are facing challenges.,S,,,,S,,,,S,,,
30,MCCAIN,"But I’m feeling a little better tonight, and I’ll tell you why.",S,,,,S,,,,S,,,
31,MCCAIN,"Because as we’re here tonight in this debate, we are seeing, for the first time in a long time, Republicans and Democrats together, sitting down, trying to work out a solution to this fiscal crisis that we’re in.",S; EXPL,,AF,,S; EXPL,,AF,,S; EXPL,,AF,
32,MCCAIN,And have no doubt about the magnitude of this crisis.,IAFA,,AF,,IAFA,,AF,,IAFA,,AF,
33,MCCAIN,And we’re not talking about failure of institutions on Wall Street.,S,,,,S,,,,S,,,
34,MCCAIN,"We’re talking about failures on Main Street, and people who will lose their jobs, and their credits, and their homes, if we don’t fix the greatest fiscal crisis, probably in — certainly in our time, and I’ve been around a little while.",S,,AF,,S,,AF,,S,,AF,
35,MCCAIN,"But the point is — the point is, we have finally seen Republicans and Democrats sitting down and negotiating together and coming up with a package.",S,,,,S,,,,S,,,
36,MCCAIN,This package has transparency in it.,S,,,,S,,,,S,,,
37,MCCAIN,It has to have accountability and oversight.,S,,,,S,,,,S,,,
38,MCCAIN,"It has to have options for loans to failing businesses, rather than the government taking over those loans.",S,,,,S,,,,S,,,
39,MCCAIN,We have to — it has to have a package with a number of other essential elements to it.,S,,,,S,,,,S,,,
40,MCCAIN,"And, yes, I went back to Washington, and I met with my Republicans in the House of Representatives.",S,,,,S,,,,S,,,
41,MCCAIN,"And they weren’t part of the negotiations, and I understand that.",S,,,,S,,,,S,,,
42,MCCAIN,And it was the House Republicans that decided that they would be part of the solution to this problem.,S,,,,S,,,,S,,,
43,MCCAIN,But I want to emphasize one point to all Americans tonight.,S,,,,S,,,,S,,,
44,MCCAIN,This isn’t the beginning of the end of this crisis.,S,,AF,,S,,AF,,S,,AF,
45,MCCAIN,"This is the end of the beginning, if we come out with a package that will keep these institutions stable.",S,,,,S,,,,S,,,
46,MCCAIN,And we’ve got a lot of work to do.,S,,,,S,,,,S,,,
47,MCCAIN,And we’ve got to create jobs.,S,,,,S,,,,S,,,
48,MCCAIN,"And one of the areas, of course, is to eliminate our dependence on foreign oil.",S,,,,S,,,,S,,,
49,LEHRER,"All right, let’s go back to my question.",S,,,,S,,,,S,,,
50,LEHRER,How do you all stand on the recovery plan?,Q-W; SEEP,,,,Q-W; SEEP,,,,Q-W; SEEP,,,
51,LEHRER,And talk to each other about it.,IAFA,,,,IAFA,,,,IAFA,,,
52,LEHRER,We’ve got five minutes.,S,,,,S,,,,S,,,
53,LEHRER,We can negotiate a deal right here.,S,,,,S,,,,S,,,
54,LEHRER,"But, I mean, are you — do you favor this plan, Senator Obama, and you, Senator McCain?",,,,,,,,,,,,
55,LEHRER,Do you — are you in favor of this plan?,YNQ,,,,YNQ,,,,YNQ,,,
56,OBAMA,We haven’t seen the language yet.,S,,,,S,,,,S,,,
57,OBAMA,And I do think that there’s constructive work being done out there.,S,,,,S,,,,S,,,
58,OBAMA,"So, for the viewers who are watching, I am optimistic about the capacity of us to come together with a plan.",S,,,,S,,,,S,,,
59,OBAMA,"The question, I think, that we have to ask ourselves is, how did we get into this situation in the first place?",,,IP,,,,IP,,,,IP,
60,OBAMA,"Two years ago, I warned that, because of the subprime lending mess, because of the lax regulation, that we were potentially going to have a problem and tried to stop some of the abuses in mortgages that were taking place at the time.",S; EXPL,,,,S; EXPL,,,,S; EXPL,,,
61,OBAMA,"Last year, I wrote to the secretary of the Treasury to make sure that he understood the magnitude of this problem and to call on him to bring all the stakeholders together to try to deal with it.",S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
62,OBAMA,"So — so the question, I think, that we’ve got to ask ourselves is, yes, we’ve got to solve this problem short term.",S,,IP,,S,,IP,,S,,IP,
63,OBAMA,And we are going to have to intervene; there’s no doubt about that.,S,,,,S,,,,S,,,
64,OBAMA,"But we’re also going to have to look at, how is it that we shredded so many regulations?",,,,,,,,,,,,
65,OBAMA,We did not set up a 21st-century regulatory framework to deal with these problems.,S; S-Inform,,,,S; S-Inform,,,,S; S-Inform,,,
66,OBAMA,And that in part has to do with an economic philosophy that says that regulation is always bad.,S,,,,S,,,,S,,,
67,LEHRER,"Are you going to vote for the plan, Senator McCain?",YNQ,,,,YNQ,,,,YNQ,,,
68,MCCAIN,I — I hope so.,S,,,,S,,,,S,,,
69,MCCAIN,And I…,S,,,,S,,,,S,,,
70,LEHRER,As a United States senator…,S,,UF,,S,,UF,,S,,UF,
71,MCCAIN,Sure.,S,,,,S,,,,S,,,
72,LEHRER,… you’re going to vote for the plan?,,,,,,,,,,,,
73,MCCAIN,Sure.,S,,,,S,,,,S,,,
74,MCCAIN,"But — but let me — let me point out, I also warned about Fannie Mae and Freddie Mac and warned about corporate greed and excess, and CEO pay, and all that.",S,,,,S,,,,S,,,
75,MCCAIN,A lot of us saw this train wreck coming.,S,,,,S,,,,S,,,
